,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),매출채권 대 상,제품비율(IFRS연결),매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),상품,제품회전률(IFRS연결),원,부재료회전률(IFRS연결),재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원).1,총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결)
3170,(주)서울옥션,063170,2017,17.31,176.14,0.0,0.0,121.43,-5.93,-1.18,-1.59,6.52,-33.89,-49.28,-65.91,,,,,33.43,11.78,5.64,4.49,4.46,2.14,8.81,4.39,4.7,2.25,75.41,36.85,66.57,88.22,-4.25,-2.77,1.9,-0.87,0.0,25.05,2.86,92.57,11.96,0.0,0.0,2.03,1.48,10.82,27.74,1.46,2.02,2.57,798.44,,,96.73,,,,3201.87,197.0,859.42,,377.07,65.55,53.39,190.28,30.55,34.45,46.84,53.16,832.15,73.55,53.67,183.01,85.3,27.05,12.01,117.71,484.2,12.39,2.48,113.5,76.47,56.5,37.03,58.34,29.73,34.12,72.84,6.01,44.99,8.21,192.66,71.24,261.34,10.0,15.58,5.32,15.15,6.2,0.38,0.4,0.75,6.4,0.77,60.46,6.04,0.52,1.08,1.0,366.15,1.02,0.0,0.0,5.48,66.65,1.4,2.08,0.34,0.0,0.0,13240.51,,,,,,,,,8.58,43.79,9261.5,24.44,45.87,54.13,23.08,13240.51,4076.84,6073.21,1028.22,1508.34,0.0,753.94,,8.58,9261.5,24.44,,,,
3171,(주)서울옥션,063170,2018,33.02,24.58,0.0,0.0,16.63,41.63,14.6,7.77,14.54,37.29,134.61,209.31,,,,,40.81,14.12,11.42,4.92,4.87,3.94,11.65,10.0,5.44,4.4,103.53,86.46,59.19,85.88,-0.11,-3.57,2.24,-0.24,0.0,18.48,4.71,86.88,14.8,0.0,0.0,2.41,1.6,13.51,32.0,1.33,2.32,2.54,863.11,,,97.2,,,,3667.49,463.0,-29.64,,517.67,69.8,43.2,231.07,39.64,30.2,38.05,61.95,896.82,79.38,52.22,165.56,94.04,20.08,16.93,109.09,495.24,16.98,3.42,162.8,110.79,48.58,52.01,71.61,27.64,30.88,81.16,5.95,36.66,8.9,197.0,92.82,290.75,5.52,11.07,3.42,11.31,6.31,0.35,0.39,0.83,7.33,0.59,35.9,10.17,0.51,0.97,1.07,340.97,1.09,0.0,0.0,7.31,49.91,1.08,1.44,0.32,0.0,0.0,21660.84,,,,,,,,,10.55,76.51,15807.37,34.91,39.32,60.68,32.71,21660.84,8690.37,8517.24,1387.07,2338.37,0.0,921.32,,10.55,15807.37,34.91,,,,
3172,(주)서울옥션,063170,2019,-15.84,10.79,0.0,0.0,5.31,-25.0,-7.69,-9.63,-27.32,-152.81,-191.3,-191.7,,,,,38.42,-10.26,-19.39,-2.36,-2.45,-4.62,-6.31,-9.25,-2.66,-5.03,-54.68,-78.94,61.58,110.26,-6.95,-4.62,5.27,-0.15,0.0,0.0,-3.37,116.36,16.3,0.0,0.0,4.31,5.9,16.39,11.6,2.05,3.65,3.82,776.73,,,95.39,,,,2665.45,-423.0,-64.59,,-273.38,62.2,53.17,164.57,29.13,37.8,39.68,60.32,810.44,95.26,60.03,167.95,78.65,20.61,9.54,131.42,5374.88,9.54,0.18,152.03,93.34,46.38,58.69,92.53,25.17,40.22,101.36,-1.82,38.03,7.77,278.05,141.17,370.33,-0.76,-1.15,-0.46,-1.77,-1.95,0.24,0.26,0.61,5.33,0.39,40.66,8.98,0.36,0.68,0.76,481.81,0.76,0.0,0.0,5.66,64.47,0.71,0.9,0.22,0.0,0.0,7366.59,,,,,,,,,4.26,13.94,763.73,16.34,122.11,-22.11,-118.67,7366.59,-7759.2,8995.45,2377.5,766.69,0.0,3256.26,,4.26,763.73,16.34,,,,
3227,(주)서플러스글로벌,140070,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,(주)서플러스글로벌,140070,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,(주)서플러스글로벌,140070,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,(주)서플러스글로벌,140070,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27.33,13.55,7.58,20.59,20.42,11.42,49.06,27.45,20.79,11.63,7717.79,4317.74,72.67,86.45,-3.85,-2.49,2.29,0.13,0.58,22.52,14.87,90.43,6.0,0.0,0.09,2.5,1.02,18.42,30.65,5.91,3.91,7.83,15629.98,,,99.43,,,,1423597.45,107944.0,-128339.74,,192944.85,78.63,84.68,367.92,12.05,21.37,41.62,58.38,15729.98,51.35,42.59,157.81,24.18,1.44,2.48,231.17,128.11,2.73,1.94,140.29,119.73,85.81,20.56,29.71,28.8,46.22,111.07,5.64,41.35,156.3,52.19,14.19,130.37,-5.82,-7.35,-3.4,-4.51,5.92,1.51,1.53,3.62,569.44,2.58,116.83,3.12,1.92,12.51,2.26,161.31,2.49,96.07,32.99,91.19,4.0,7.05,8.17,1.17,0.0,0.01,11976.56,,,,,,,,,15.71,85.17,1660.14,20.85,26.36,73.64,36.36,11976.56,5574.23,3157.27,1314.6,1345.73,46.22,538.52,,15.71,1660.14,20.85,,,,
3231,(주)서플러스글로벌,140070,2015,9.38,-11.89,0.0,0.0,-2.87,12.71,14.25,30.19,66.17,82.76,121.68,121.34,,,,,24.45,14.91,10.12,17.88,17.82,12.09,38.96,26.43,18.31,12.43,7052.66,4785.88,75.55,85.09,-1.99,-1.76,1.54,0.06,0.34,21.99,13.93,87.22,5.14,0.0,0.06,1.75,0.75,12.63,52.72,3.39,5.19,4.7,20379.13,,,99.57,,,,2365536.86,239294.0,212942.14,,352632.89,81.02,85.84,426.92,11.47,18.98,49.54,50.46,20479.13,38.31,33.17,189.36,26.81,3.24,1.35,181.9,43.6,1.44,3.11,101.88,86.38,82.82,15.5,20.08,38.24,34.89,70.44,9.41,49.29,203.79,66.81,16.83,84.35,4.06,5.86,2.05,1.79,9.69,1.2,1.23,2.61,473.11,2.2,68.55,5.32,1.5,10.18,1.75,207.99,1.9,57.72,38.87,93.34,3.91,5.94,7.21,0.95,0.04,0.0,20183.2,,,,,,,,,24.2,162.89,3427.78,21.15,21.42,78.58,47.83,20183.2,12322.23,4322.27,1468.51,1384.47,51.41,634.31,,24.2,3427.78,21.15,,,,
3232,(주)서플러스글로벌,140070,2016,11.81,-2.2,0.0,0.0,18.97,10.14,4.01,34.25,4.95,37.94,46.9,47.7,,,,,29.76,19.59,14.16,22.27,22.22,16.06,40.56,29.31,23.06,16.66,2432.1,1757.63,70.24,80.41,-1.31,-1.01,1.08,0.13,0.41,22.92,17.28,81.88,5.97,0.0,0.11,1.31,0.66,12.25,56.56,2.71,4.04,3.96,3827.66,,,97.62,,,,7093.07,1004.0,771.1,,1389.77,79.81,81.06,395.2,15.11,20.19,59.48,40.52,3927.66,33.95,29.8,247.6,46.88,26.7,2.23,135.99,300.46,2.33,0.74,68.14,54.19,76.79,13.94,17.43,47.57,30.03,50.49,17.35,57.96,38.28,70.88,17.3,89.58,25.77,34.78,10.44,9.72,18.1,1.13,1.18,2.07,124.13,2.51,89.06,4.1,1.41,8.47,1.69,215.61,1.78,48.34,104.46,94.0,3.88,5.78,8.17,0.96,0.15,0.0,26237.18,,,,,,,,,28.14,216.51,6221.87,26.2,18.83,81.17,54.05,26237.18,18306.54,4940.26,1083.84,1274.48,89.85,542.2,,28.14,6221.87,26.2,,,,
3233,(주)서플러스글로벌,140070,2017,66.54,145.86,0.0,0.0,91.5,60.23,29.57,94.87,11.57,36.21,39.47,39.82,,,,,34.04,23.92,17.78,21.9,21.51,15.99,32.3,24.19,23.52,17.49,1639.08,1212.9,65.96,76.08,-1.17,-0.42,0.06,-0.83,0.29,22.14,16.04,77.43,6.88,0.0,0.11,0.07,1.34,18.51,85.61,0.15,1.87,1.92,5743.12,,,98.37,,,,6140.94,539.0,-865.87,,1469.01,76.78,65.55,330.67,26.45,23.22,70.87,29.13,5843.12,32.76,29.29,370.69,127.7,30.15,2.22,89.77,154.0,2.39,1.44,41.1,29.23,61.13,11.87,15.01,56.07,19.05,26.88,48.4,69.68,58.51,86.65,24.56,123.09,-5.38,-8.22,-1.57,-2.18,424.25,0.9,0.98,1.35,68.52,2.69,142.01,2.57,1.15,4.05,1.61,226.18,1.71,44.27,74.13,72.57,5.03,4.07,5.33,0.87,0.0,0.0,33897.63,,,,,,,,,21.83,223.78,1758.1,30.34,17.71,82.29,58.61,33897.63,25420.46,6003.23,63.0,1143.01,96.47,1171.46,,21.83,1758.1,30.34,,,,
3234,(주)서플러스글로벌,140070,2018,17.72,19.67,0.0,0.0,15.21,18.48,39.13,14.05,30.73,1.63,2.1,0.77,,,,,29.23,18.6,13.99,16.17,16.07,12.09,23.08,17.46,18.21,13.7,979.21,727.95,70.77,81.4,-0.59,-0.35,0.3,-0.04,0.3,22.63,12.34,82.09,7.72,0.7,0.08,0.36,1.43,19.99,82.63,0.85,1.58,1.78,3325.18,,,99.78,,,,3948.89,553.0,491.2,,734.41,77.28,76.98,340.06,17.79,22.72,68.59,31.41,3332.12,33.13,30.86,293.07,67.48,28.04,3.26,116.84,288.79,3.46,1.13,45.8,38.44,80.34,7.35,9.91,50.91,20.73,30.23,45.28,68.45,33.83,89.17,26.56,110.07,2.1,3.19,0.66,0.83,62.39,0.86,0.98,1.24,52.65,2.85,124.07,2.94,1.12,3.97,1.56,233.51,1.67,49.02,50.21,55.31,6.6,3.76,4.46,0.86,0.0,0.0,39683.56,,,,,,,,,21.71,243.63,1348.72,27.17,23.45,76.55,51.48,39683.56,26309.7,9304.55,435.41,1810.23,95.41,1728.26,,21.71,1348.72,27.17,,,,
3235,(주)서플러스글로벌,140070,2019,-2.17,31.53,0.0,0.0,27.68,-10.95,-9.22,0.12,-24.46,-89.99,-92.17,-92.23,,,,,17.34,2.46,1.39,1.62,1.5,0.85,2.17,1.28,1.76,1.0,73.5,42.73,82.66,97.54,-0.44,0.64,0.26,0.0,0.21,34.19,1.01,98.01,8.72,1.3,0.09,0.26,3.87,37.46,80.82,0.52,1.09,1.19,3329.32,,,99.99,,,,2982.8,44.0,114.51,,73.5,70.34,78.48,237.16,15.14,29.66,69.91,30.09,3336.26,42.42,35.91,404.37,87.04,59.94,1.81,104.26,118.51,1.91,1.53,43.03,24.88,54.57,18.15,23.97,52.95,25.35,36.26,5.48,69.77,33.73,121.02,42.86,134.04,20.82,24.71,6.26,10.15,9.36,0.61,0.71,0.88,29.83,1.98,80.6,4.53,0.83,3.7,1.06,343.15,1.12,37.28,41.48,41.35,8.83,2.33,2.67,0.64,0.0,0.0,16539.96,,,,,,,,,9.25,85.43,529.12,14.99,58.07,41.93,9.29,16539.96,2234.72,9604.99,290.35,47.15,99.14,4263.61,,9.25,529.12,14.99,,,,
3290,(주)선익시스템,171090,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,(주)선익시스템,171090,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,(주)선익시스템,171090,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,(주)선익시스템,171090,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,(주)선익시스템,171090,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,(주)선익시스템,171090,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,(주)선익시스템,171090,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.87,11.76,7.9,12.45,12.34,8.29,16.0,10.75,12.76,8.57,484.62,325.52,74.13,88.24,-1.83,-0.87,0.09,-2.04,0.0,21.44,8.38,90.16,12.51,4.73,0.14,0.1,1.11,6.45,16.54,0.41,109.9,109.9,2928.12,,,95.69,,,,20599.32,1844.0,2950.52,,2423.1,71.89,1.21,255.7,71.02,28.11,77.1,22.9,3028.1,36.46,36.07,325.76,321.82,136.6,881.28,1.74,51.67,0.0,1705.43,29.7,28.62,0.0,1.08,1.67,49.82,0.19,0.25,58.8,74.55,29.28,68.53,26.8,92.21,65.61,7868.06,15.02,14.32,130.08,1.05,1.08,1.36,41.2,4.58,7.08,51.56,1.46,1.48,120.73,3.02,0.0,131.09,0.0,13.7,26.64,3.73,4.76,1.12,0.01,0.0,27861.33,,,,,,,,,23.65,107.41,3279.34,22.54,50.49,49.51,35.05,27861.33,12270.69,14066.48,111.77,0.0,159.55,1252.85,,23.65,3279.34,22.54,,,,
3297,(주)선익시스템,171090,2018,-1.54,8.97,0.0,0.0,6.31,-4.62,1640.34,-7.61,-4.53,-41.58,-47.18,-52.32,,,,,19.16,7.2,4.37,7.63,7.27,4.41,9.72,5.9,7.53,4.57,226.52,137.56,80.84,92.8,1.13,0.2,-0.36,1.48,0.0,48.32,4.05,91.93,15.19,2.6,0.14,-0.38,1.26,7.22,20.02,-1.43,0.01,0.02,1817.9,,,95.24,,,,13111.73,576.0,1175.63,,943.85,69.64,22.05,229.43,54.29,30.36,72.35,27.65,1865.33,41.96,40.64,275.14,214.47,121.13,32.88,34.64,101.12,2222.02,32.52,38.21,34.98,28.89,3.23,5.27,44.33,0.94,1.3,76523.19,70.51,18.18,70.13,28.96,94.63,44.09,1296.91,12.19,11.98,0.0,1.01,1.05,1.35,31.47,4.0,10.15,35.96,1.43,1.61,12.53,29.14,895.04,43.61,18.04,15.86,23.02,3.45,4.35,1.07,0.05,0.06,27974.1,,,,,,,,,24.11,103.7,1753.3,23.71,60.79,39.21,18.44,27974.1,9822.07,17005.66,-421.65,0.0,158.72,1409.31,,24.11,1753.3,23.71,,,,
3298,(주)선익시스템,171090,2019,3.56,10.24,0.0,0.0,19.19,-3.26,-31.94,7.97,-25.72,34.57,38.53,69.95,,,,,27.31,13.04,8.15,10.09,9.68,6.05,13.1,8.19,10.38,6.49,254.03,158.81,72.69,86.96,-2.84,-3.07,-0.48,0.39,0.0,22.12,5.7,90.01,18.78,3.06,0.29,-0.52,2.02,8.04,21.49,-1.37,4.6,5.26,1980.53,,,96.03,,,,9739.38,829.0,60.82,,1270.15,65.06,15.51,186.22,54.97,34.94,75.44,24.56,2014.06,46.31,45.56,278.98,235.7,55.75,73.18,24.18,109.55,3073.87,66.8,32.56,30.91,37.75,1.64,2.97,41.74,1.21,1.61,170.4,74.18,19.81,90.68,44.03,123.81,18.86,381.31,4.63,6.35,0.0,0.74,0.8,1.0,19.48,2.85,12.62,28.93,1.1,1.36,5.85,62.35,317.35,29.11,7.5,11.9,30.68,2.27,2.95,0.81,0.19,0.02,25525.61,,,,,,,,,21.25,92.74,1862.72,29.12,59.31,40.69,27.99,25525.61,8943.51,15139.21,-421.0,0.0,232.3,1631.58,,21.25,1862.72,29.12,,,,
3326,(주)성안,011300,2011,1.66,-3.73,0.0,-1.47,-2.79,7.36,20.73,4.33,12.63,9.67,-14.75,-20.8,,,,,14.5,6.83,1.78,6.7,6.38,1.66,19.99,4.81,7.11,1.85,68.45,12.86,85.5,94.78,-4.07,-4.07,2.91,-0.9,0.02,47.01,4.38,97.29,7.84,0.38,0.6,2.94,5.12,12.56,32.09,4.0,6.15,6.07,178.1,,,64.9,,,,5011.85,67.0,425.91,,342.24,46.31,41.54,86.25,27.07,53.69,32.38,67.62,272.89,165.81,95.39,105.94,61.92,15.29,60.16,741.52,102.99,121.7,58.41,208.84,135.01,60.11,73.83,921.36,2.59,49.1,151.63,2.1,23.62,2.55,48.26,58.76,96.83,14.05,19.35,9.5,10.25,2.34,0.93,1.04,2.93,10.02,1.37,8.83,41.34,2.07,3.42,5.27,69.27,11.97,46.58,59.02,8.27,44.15,1.7,2.12,1.07,0.21,0.01,55773.08,,,,,,,,,18.14,42.23,88.12,19.57,39.74,60.26,9.08,55773.08,7859.85,22164.21,8299.2,1278.39,1692.42,14479.01,,18.14,88.12,19.57,,,,
3327,(주)성안,011300,2012,-3.01,-5.15,0.0,-1.49,-4.23,-1.59,3.85,4.76,-4.6,-57.26,9.87,14.69,,,,,10.74,3.06,2.05,3.2,2.75,1.84,8.14,5.06,3.07,2.06,29.26,14.13,89.26,96.94,-0.15,-2.91,2.91,2.02,0.03,40.8,4.45,97.21,8.08,0.4,0.54,2.87,5.81,14.57,48.61,3.94,6.45,6.3,191.09,,,66.43,,,,4781.16,73.0,227.6,,146.28,46.99,43.84,88.64,26.39,53.01,35.12,64.88,285.88,150.93,101.86,97.98,55.03,19.55,60.53,0.0,131.41,109.51,46.06,184.71,136.54,74.97,48.17,0.0,-0.97,48.27,137.43,0.9,26.09,2.74,51.96,59.44,97.77,9.6,12.91,6.23,6.83,1.05,0.9,1.0,2.66,9.56,1.35,8.65,42.2,1.92,3.36,4.51,80.96,8.6,51.37,50.59,7.47,48.86,1.68,2.11,0.97,0.3,0.01,57011.03,,,,,,,,,19.12,45.51,93.92,20.97,39.01,60.99,9.77,57011.03,7910.1,22241.8,7909.4,1463.32,1496.75,15989.66,,19.12,93.92,20.97,,,,
3328,(주)성안,011300,2013,-3.34,-8.81,0.0,-9.48,-8.7,2.71,-6.76,3.78,-3.28,-60.97,-2.87,8.47,,,,,8.59,1.23,1.64,1.43,1.11,1.47,3.05,4.71,1.24,1.65,11.42,13.72,91.41,98.77,0.63,-2.51,2.33,1.8,0.02,32.12,3.57,98.21,8.41,0.58,0.54,2.28,6.05,16.1,70.2,3.29,5.33,5.12,205.18,,,68.6,,,,4624.52,72.0,279.66,,57.09,49.93,39.8,99.71,30.06,50.07,37.56,62.44,296.67,133.3,96.67,103.58,62.36,17.05,72.76,1151.7,174.14,135.26,41.78,166.22,128.32,81.11,37.9,825.08,1.73,46.22,123.04,0.46,28.54,2.89,54.02,57.51,98.35,8.01,10.82,5.0,5.48,0.53,0.9,1.0,2.47,9.25,1.41,10.07,36.25,1.85,3.18,4.43,82.4,8.12,60.51,48.27,6.67,54.74,1.74,2.2,0.93,0.97,0.01,53114.75,,,,,,,,,18.43,46.5,104.5,20.2,42.68,57.32,8.13,53114.75,4900.83,22668.86,6139.48,1641.97,1461.01,16302.59,,18.43,104.5,20.2,,,,
3329,(주)성안,011300,2014,-8.8,-6.49,0.0,-0.05,-5.18,-12.44,-6.47,-5.0,-13.88,0.0,0.0,-206.58,,,,,8.42,-0.01,-1.68,0.32,-0.01,-1.38,-0.02,-4.67,-0.01,-1.55,-0.07,-13.51,91.58,100.01,-1.84,-2.11,2.11,0.6,0.04,0.0,0.35,101.81,9.95,0.65,0.66,2.04,4.37,11.52,93.53,2.82,5.01,4.61,190.36,,,66.73,,,,3982.77,0.0,270.48,,-0.35,47.93,42.51,92.07,27.56,52.07,39.4,60.6,281.85,132.15,104.6,95.44,54.87,12.56,71.41,0.0,185.88,129.93,38.42,153.81,127.47,90.95,26.34,0.0,-2.29,43.21,109.68,0.0,29.51,2.73,59.6,62.09,103.0,9.82,13.77,5.95,6.91,0.0,0.82,0.92,2.14,7.97,1.33,10.17,35.88,1.68,2.85,4.09,89.34,7.52,50.88,43.23,5.67,64.42,1.61,2.05,0.84,0.0,0.01,37242.87,,,,,,,,,14.17,34.87,83.81,16.45,62.77,37.23,-10.22,37242.87,-4183.87,23378.73,4783.45,1444.16,1549.38,10271.02,,14.17,83.81,16.45,,,,
3330,(주)성안,011300,2015,-1.13,-0.81,0.0,-29.39,-6.03,4.2,2.67,-5.72,-13.05,0.0,0.0,0.0,,,,,8.93,-0.13,-2.77,0.17,-0.1,-2.09,-0.25,-4.93,-0.11,-2.35,-0.9,-13.51,91.07,100.13,-2.19,-1.95,1.95,-0.39,0.03,0.0,-0.62,102.28,11.6,0.67,0.75,1.87,5.81,14.37,106.56,2.38,4.2,4.1,174.23,,,65.36,,,,3463.15,-71.0,383.14,,-4.5,50.52,41.89,102.09,29.35,49.48,37.5,62.5,265.72,131.96,102.32,97.82,56.84,14.7,64.09,0.0,166.4,119.24,38.51,166.68,137.71,91.83,28.96,0.0,-1.12,41.65,111.06,-0.06,27.49,2.51,65.34,67.42,117.57,11.44,17.17,7.15,9.44,-0.07,0.75,0.85,1.96,6.93,1.22,9.43,38.71,1.53,2.65,3.63,100.64,6.67,43.37,41.62,5.36,68.13,1.48,1.85,0.75,0.0,0.01,37982.01,,,,,,,,,14.61,35.85,89.58,19.29,62.58,37.42,-14.39,37982.01,-4571.31,23767.75,3835.04,1524.64,1531.66,11894.23,,14.61,89.58,19.29,,,,
