,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),이자보상배율(이자비용)_전년도,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),감가상각비(백만원),총자본증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,종업원수,종업원수증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원),장기차입금(요약)(백만원),자산(*)(요약)(백만원),당기순이익(손실)(요약)(백만원),현금및현금성자산(요약)(백만원),영업활동으로인한현금흐름(간접법)(*)(요약)(백만원),투자활동으로인한현금흐름(*)(요약)(백만원),재무활동으로인한현금흐름(*)(요약)(백만원),유동자산(*)(요약)(백만원),유동부채(*)(요약)(백만원),법인세비용차감전순이익(손실)(요약)(백만원),*이자비용(요약)(백만원),배당금지급(-)(요약)(백만원),재고자산(요약)(백만원),매출채권및기타유동채권(요약)(백만원),단기차입금(요약)(백만원),유형자산(요약)(백만원),매출액(수익)(요약)(백만원),*(정상)영업손익(보고서기재)(요약)(백만원),이익잉여금(결손금)(요약)(백만원),자본(*)(요약)(백만원),통계청한국표준산업분류10차(대분류),보통주배당금_현금(천원),우선주배당금_현금(천원),부채(*)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),사채(요약)(백만원),장기매입채무및기타비유동채무(요약)(백만원),기타금융업부채(요약)(백만원),외국인_주식분포비율,배당금(총합)_현금(천원),시가총액,증자,장기금융부채,자본증가율,종업원수_내년,배당성향_내년,투자활동으로인한현금흐름(*)(요약)(백만원)_내년,매출원가대매출액비율_내년,보통주배당금_현금(천원)_내년,증자_내년,장기금융부채_내년,자산(*)(요약)(백만원)_내년
1006,(주)컴투스홀딩스,063080,2017.0,False,-12.39,3.29,51875.58,7245.09,36823.44,1318.93,5438.69,3.19,10.86,12.5,-38.77,0.0,3.18,-34.13,-68.01,52.7,8.07,-5.96,2.58,3.56,9.75,259.86,47.3,118.93,-1.24,1.24,2.98,28.03,1.0,1.43,3.01,2.95,7392.85,10.78,0.0,12.08,72.32,27.68,7373.71,64.57,18.4,0.0,0.0,-5.91,15.96,22.06,0.32,0.44,32.44,1.15,17.03,2.22,2.22,0.0,11.04,0.37,3.94,1.09,0.0,419.0,19.03,0.0,46.42,0.0,0.0,0.0,21017.14,16667.0,338029.0,8585.0,10379.0,-20645.0,3253.0,-2118.0,36433.0,56424.0,7245.0,1625.0,0.0,0.0,9102.0,1200.0,28410.0,106372.0,-20134.0,167661.0,244477.0,정보통신업,0.0,0.0,93552.0,0.0,0.0,0.0,21.0,0.0,6.89,0.0,608736221600.0,72.32426803617442,16688.0,2025.58125599233,352.0,0.0,-10634.0,38.91,0.0,72.15872666996354,33029.0,327582.0
1007,(주)컴투스홀딩스,063080,2018.0,False,-9.06,-12.39,62299.92,9990.57,42371.82,1761.82,6857.85,4.76,-3.33,4.89,3.69,0.0,-1.81,5.77,-169.37,56.98,-4.82,-5.03,-1.57,-2.45,-7.11,-179.27,43.02,115.61,-1.55,1.57,-1.06,31.41,1.31,1.73,2.92,3.22,7259.67,10.67,0.0,11.94,68.88,31.12,7240.53,56.48,13.76,0.0,0.0,-8.22,18.77,27.25,0.33,0.46,34.12,1.1,0.0,3.03,3.03,0.0,12.78,0.36,4.03,1.14,0.08,427.0,1.91,0.0,34.16,0.0,0.0,0.0,14887.55,20000.0,354106.0,-5428.0,9204.0,-15513.0,3784.0,10641.0,37777.0,66880.0,9991.0,1939.0,0.0,0.0,10824.0,6789.0,27463.0,112508.0,-17567.0,163737.0,243896.0,정보통신업,0.0,0.0,110210.0,0.0,0.0,0.0,61.0,0.0,11.09,0.0,358778444800.0,68.87655108922188,20061.0,1765.146303773491,419.0,0.0,3253.0,47.3,0.0,72.32426803617442,16688.0,338029.0
1008,(주)종근당바이오,063160,2014.0,True,-7.77,2.7,28887.96,-1938.6,18996.94,76.58,11416.4,-5.94,-6.85,-6.7,-4.97,-16.62,-1.64,6.0,0.0,8.54,-1.04,-1.4,-0.65,-0.9,-0.66,-8.45,91.46,102.48,0.27,0.07,-0.6,17.15,0.07,0.16,3.31,2.48,844.53,44.1,42.52,78.91,73.82,26.18,931.99,255.34,36.22,93.75,31.29,26.83,6.22,8.42,0.62,0.87,8.14,2.24,10.0,1.42,2.62,3.12,3.76,1.11,1.14,1.01,0.0,290.0,5.84,100.0,64.93,3.92,0.42,0.0,23190.77,282.0,165068.0,-1105.0,10326.0,11223.0,-3376.0,-7860.0,72802.0,28512.0,-1939.0,340.0,0.0,30958.0,30743.0,9923.0,89950.0,106390.0,-2641.0,83023.0,121845.0,제조업,512947.0,0.0,43223.0,0.0,0.0,0.0,490.0,0.0,3.92,512947.0,115048758000.0,73.81503380425038,772.0,21381.865284974094,274.0,30.95,-4630.0,85.35,512948.0,70.58387797081464,3973.0,175499.0
1009,(주)에스엠라이프디자인그룹,063440,2012.0,False,-11.02,5.68,-210.35,-4779.88,3844.11,149.97,747.24,-17.36,-1.73,-7.47,-45.79,-66.14,-17.9,-18.21,0.0,23.07,-27.57,-7.72,-14.1,-18.58,-20.46,-89.18,76.93,115.64,-1.54,0.86,-13.66,17.96,0.7,1.83,7.03,7.03,346.63,16.92,2.86,20.37,75.62,24.38,432.74,95.61,24.04,1129.72,1136.89,-0.78,11.41,15.09,0.51,0.67,3.24,2.12,7.69,2.35,2.45,59.11,6.15,0.65,1.09,1.28,0.02,76.0,4.11,0.0,6.06,0.0,0.0,0.0,2256.25,0.0,30675.0,-4780.0,1306.0,-1209.0,-477.0,0.0,5192.0,5430.0,-4780.0,246.0,0.0,148.0,1975.0,3500.0,15829.0,17340.0,-2713.0,3319.0,23195.0,제조업,0.0,0.0,7480.0,0.0,0.0,0.0,1879.0,0.0,0.34,0.0,28900000000.0,75.61532192339038,1879.0,1632.5172964342735,73.0,0.0,-2844.0,64.23,0.0,76.11735229936151,0.0,37119.0
1010,(주)에스엠라이프디자인그룹,063440,2013.0,False,-5.41,-11.02,-671.64,-6966.59,4526.11,742.99,1035.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33,-51.73,-12.86,-21.82,-47.17,-22.48,-136.59,74.67,131.53,-4.79,4.79,-19.8,18.89,3.1,3.76,5.58,5.58,202.26,48.53,2.59,94.28,46.33,53.67,289.6,97.37,15.04,401.29,406.36,-1.31,44.01,95.0,0.42,0.91,2.64,0.79,8.24,0.87,0.89,33.5,8.35,0.82,0.98,0.43,0.03,61.0,-19.74,0.0,-21.77,0.0,0.0,0.0,1838.5,177.0,36821.0,-8026.0,2760.0,-4664.0,-5967.0,12086.0,17869.0,18352.0,-6967.0,905.0,0.0,463.0,2404.0,6160.0,15820.0,15527.0,-4895.0,-4682.0,17058.0,제조업,0.0,0.0,19764.0,0.0,0.0,0.0,49.0,0.0,0.13,0.0,13189952315.0,46.32682436652997,226.0,16292.477876106195,76.0,0.0,-477.0,76.93,0.0,75.61532192339038,1879.0,30675.0
1011,(주)에스엠라이프디자인그룹,063440,2018.0,True,-160.58,292.41,4845.45,-1798.28,5549.73,-204.48,1146.93,22.81,-0.24,-8.67,46.7,31.95,20.81,-39.81,-354.92,23.87,-10.07,-1.33,-3.94,-4.27,-4.21,-9.33,76.13,104.42,1.28,-1.02,-4.34,25.1,-0.92,-3.99,0.0,0.0,123.32,67.91,0.85,211.63,89.22,10.78,223.32,795.94,66.13,677.17,831.95,59.38,0.0,0.0,0.39,0.44,0.95,3.91,11.22,0.62,0.63,69.95,9.1,1.06,1.63,0.56,0.01,66.0,-2.94,0.0,-49.34,0.0,0.0,0.0,1184.88,0.0,56363.0,-2016.0,3180.0,2703.0,-14338.0,9928.0,38276.0,4809.0,-1798.0,2.0,0.0,326.0,2997.0,0.0,12282.0,20031.0,-886.0,-22830.0,50286.0,제조업,0.0,0.0,6076.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,65622488580.0,89.2181040753686,18.0,313127.7777777778,68.0,0.0,-661.0,79.53,0.0,90.90334669687991,70.0,45896.0
1012,(주)에프앤리퍼블릭,064090,2015.0,False,-14.67,1.43,-90.35,-5174.36,4282.05,239.67,562.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,-32.09,-16.47,-21.47,-47.15,-21.7,-50.63,90.79,125.07,-0.91,1.25,-20.63,17.27,0.97,1.58,2.39,2.39,17.58,79.25,43.23,382.01,46.84,53.16,107.38,171.9,38.32,33.39,5.85,33.15,47.77,102.0,0.67,1.43,1.58,1.26,33.36,0.84,1.49,1.95,5.85,3.22,5.82,0.53,0.0,102.0,7.37,0.0,-34.69,0.0,0.0,0.0,546.04,0.0,28575.0,-6134.0,5049.0,-10185.0,-2484.0,17103.0,22647.0,13174.0,-5174.0,327.0,0.0,9791.0,3518.0,5510.0,3287.0,19116.0,-4792.0,-4505.0,13384.0,도매 및 소매업,0.0,0.0,15191.0,0.0,0.0,2016.0,0.0,0.0,6.55,0.0,248596288600.0,46.83814523184602,2016.0,1417.4107142857142,95.0,0.0,3140.0,82.25,0.0,73.98859774147571,0.0,18242.0
1013,(주)에프앤리퍼블릭,064090,2016.0,True,-8.3,-14.67,-7524.54,-15659.21,6108.65,1343.71,682.31,-28.63,-34.87,26.79,-43.13,-63.4,-25.96,186.04,0.0,-3.25,-28.82,-50.62,-64.37,-140.37,-70.58,-118.74,103.25,122.98,-2.78,2.46,-58.88,8.33,1.83,10.51,18.88,13.97,-25.82,63.15,27.82,171.35,49.14,50.86,65.75,125.46,33.57,94.26,7.84,12.81,39.32,80.01,2.23,4.67,4.1,4.28,128.06,3.08,4.94,8.18,16.45,8.13,20.15,1.85,0.0,60.0,-41.18,0.0,-207.86,0.0,0.0,0.0,387.07,0.0,20395.0,-15761.0,3446.0,-3695.0,-391.0,2514.0,12879.0,10265.0,-15659.0,1514.0,0.0,3583.0,3389.0,0.0,2141.0,54679.0,-12565.0,-20334.0,10023.0,도매 및 소매업,0.0,0.0,10373.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,41901103570.0,49.14439813679824,0.0,inf,102.0,0.0,-2484.0,90.79,0.0,46.83814523184602,2016.0,28575.0
1014,(주)홈캐스트,064240,2012.0,False,-2.02,11.0,1997.57,-4472.13,4874.32,238.5,1383.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,-3.18,-0.82,-4.32,-4.82,-4.54,-36.14,79.05,100.72,-2.36,0.24,-3.99,4.63,0.23,1.51,4.63,4.63,650.04,58.37,21.85,140.22,78.28,21.72,750.04,295.77,61.37,244.71,47.12,38.64,10.45,13.34,1.36,1.73,12.92,6.25,22.58,2.32,2.97,10.64,4.35,3.26,4.39,1.74,0.0,98.0,-2.97,100.0,50.12,9.15,1.17,0.0,3779.35,0.0,72618.0,-3137.0,8795.0,-4250.0,-3411.0,-8920.0,42388.0,14331.0,-4472.0,351.0,0.0,9261.0,23306.0,6467.0,22468.0,98535.0,-710.0,33048.0,56847.0,제조업,697000.0,0.0,15770.0,0.0,0.0,1118.0,0.0,0.0,0.17,697000.0,59475961090.0,78.28224407171776,1118.0,6495.348837209302,101.0,29.25,114.0,78.01,1918000.0,64.7825870894002,125.0,100615.0
1015,(주)홈캐스트,064240,2013.0,True,-17.31,-2.02,-9664.06,-16852.62,5622.16,329.18,1237.22,-7.26,23.93,4.33,-15.53,-9.66,-28.79,-22.98,0.0,26.46,-21.29,-10.41,-23.09,-32.22,-23.98,-206.88,73.54,109.72,-1.17,0.43,-22.62,5.94,0.35,1.53,3.14,4.03,478.47,53.17,23.37,113.53,59.4,40.6,534.14,153.6,24.65,247.45,98.66,18.55,20.18,33.98,1.08,1.57,9.95,3.52,12.03,1.94,2.51,8.61,3.5,2.46,3.02,1.31,12.31,88.0,-10.2,0.0,18.61,0.0,0.0,0.0,2598.72,4000.0,67343.0,-16160.0,5746.0,28.0,-8527.0,5460.0,35805.0,23312.0,-16853.0,426.0,0.0,8366.0,20914.0,9593.0,27845.0,75893.0,-7380.0,16541.0,39999.0,제조업,0.0,0.0,27345.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,39330877495.0,59.39592830732222,4000.0,1683.575,98.0,0.0,-3411.0,79.05,697000.0,78.28224407171776,1118.0,72618.0
1016,(주)홈캐스트,064240,2017.0,False,-6.2,46.61,-12460.09,-17088.85,4006.07,260.17,362.52,-24.42,-0.57,32.94,-54.11,-67.12,-16.28,-66.47,-241.23,28.64,-41.82,-2.81,-13.37,-16.34,-20.99,-104.59,71.36,109.73,-12.35,0.64,-13.16,8.76,0.57,1.12,14.89,9.81,493.04,40.02,7.86,66.72,86.63,13.37,583.48,302.9,185.1,169.94,44.22,26.81,3.91,4.52,0.32,0.39,2.5,1.76,11.42,0.58,0.65,5.84,1.95,0.71,4.24,0.44,0.0,56.0,-11.11,0.0,18.94,0.0,0.0,0.0,2942.64,0.0,110200.0,-17112.0,26950.0,18557.0,-24672.0,-6000.0,44103.0,14560.0,-17089.0,642.0,0.0,3468.0,5967.0,0.0,9631.0,40920.0,-3981.0,18525.0,95461.0,제조업,0.0,0.0,14739.0,0.0,2854.0,0.0,160.0,0.0,4.53,0.0,468813993150.0,86.62522686025407,160.0,68875.0,63.0,0.0,-3168.0,67.01,0.0,78.19413773711716,240.0,145814.0
1017,(주)홈캐스트,064240,2018.0,False,-9.39,-6.2,-15668.0,-19852.44,3624.42,186.29,373.73,6.48,-0.67,-40.16,76.37,279.97,-20.6,-16.23,0.0,16.72,-59.3,-4.42,-17.87,-23.5,-27.9,-122.89,83.28,115.8,11.42,0.54,-17.7,8.27,0.43,1.07,13.61,13.49,371.99,66.29,16.94,196.66,82.76,17.24,462.45,385.43,166.14,220.01,65.04,49.09,3.61,4.36,0.3,0.36,2.09,1.96,6.79,0.56,0.65,4.12,1.97,0.65,3.57,0.44,0.0,54.0,-3.57,0.0,-2.43,0.0,0.0,0.0,2334.75,0.0,117340.0,-20328.0,33529.0,-6739.0,13481.0,-11.0,77786.0,20182.0,-19801.0,577.0,0.0,13177.0,29496.0,0.0,9566.0,34279.0,-5366.0,-866.0,97110.0,제조업,0.0,0.0,20230.0,0.0,127.0,0.0,30.0,0.0,5.77,0.0,148964954450.0,82.75950230100563,30.0,391133.3333333334,56.0,0.0,-24672.0,71.36,0.0,86.62522686025407,160.0,110200.0
1018,(주)다날,064260,2012.0,False,-0.31,-0.33,-7165.77,-12037.97,0.0,4872.21,3705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.35,-0.12,-4.42,-11.78,-4.75,-88.6,0.0,102.03,-4.79,4.79,-2.55,0.0,4.32,2.51,5.39,5.39,720.41,77.2,0.02,338.57,25.76,74.24,752.23,108.18,18.42,49815.5,31960.06,5.84,47.04,182.65,0.39,1.51,11.08,0.52,6.96,0.5,0.5,2225.56,4.47,1.71,51.5,0.26,0.0,95.0,-29.63,0.0,21.3,0.0,0.0,0.0,4391.87,0.0,261430.0,-11550.0,34371.0,-18830.0,-8044.0,33880.0,201820.0,186556.0,-12038.0,6627.0,0.0,46.0,24676.0,107491.0,1976.0,101742.0,-2070.0,2788.0,67337.0,정보통신업,0.0,0.0,194094.0,0.0,404.0,0.0,134.0,0.0,1.18,0.0,204833784450.0,25.757181654745054,134.0,195097.01492537314,135.0,0.0,-950.0,0.0,0.0,31.600850206958274,12674.0,223475.0
1019,(주)다날,064260,2015.0,True,0.3,1.06,15300.95,-2195.78,11656.45,1351.02,2739.67,11.88,-5.11,-5.51,16.88,0.0,18.77,14.64,0.0,0.0,-2.27,0.87,-0.9,0.24,-1.01,2.42,0.0,99.21,-1.2,1.2,-0.43,9.22,1.07,0.73,3.72,3.44,962.55,81.12,0.3,429.68,35.93,64.07,1062.55,180.84,28.69,3216.68,1981.62,36.26,26.34,73.32,0.4,1.14,10.57,0.61,8.51,0.5,0.5,311.99,5.4,1.93,87.34,0.3,0.0,145.0,22.88,0.0,5.85,0.0,0.0,0.0,5157.22,51344.0,300514.0,-2561.0,38671.0,16319.0,-15265.0,4368.0,243779.0,134802.0,-2196.0,2943.0,0.0,724.0,123253.0,27822.0,1259.0,112948.0,888.0,9120.0,107979.0,정보통신업,0.0,0.0,192535.0,46.0,82.0,0.0,281.0,0.0,3.42,0.0,191858742900.0,35.931437470467266,51625.0,582.1094430992736,118.0,0.0,-4502.0,0.0,0.0,33.33817304577995,7950.0,268611.0
1020,(주)인텍플러스,064290,2013.0,False,-8.37,6.55,3024.49,-6663.46,8370.85,137.02,887.99,-17.51,-1.08,3.27,-27.5,-43.35,-22.36,-42.66,0.0,19.99,-44.32,-13.3,-14.92,-25.87,-16.53,-147.69,80.01,143.86,0.09,0.89,-14.62,35.85,0.59,0.71,5.21,5.65,420.65,59.35,13.32,146.02,55.76,44.24,496.61,226.68,19.19,46.14,16.75,33.17,37.47,67.2,0.34,0.58,3.33,0.8,8.14,0.53,0.62,3.41,4.62,0.93,1.48,0.38,0.0,161.0,3.21,0.0,34.7,0.0,0.0,0.0,2324.8,2590.0,41360.0,-6825.0,2078.0,-3542.0,269.0,2645.0,24548.0,10829.0,-6663.0,807.0,0.0,3270.0,1809.0,3000.0,10325.0,15399.0,-6754.0,8134.0,23061.0,제조업,0.0,0.0,18299.0,0.0,0.0,4167.0,219.0,0.0,0.0,0.0,58695944560.0,55.75676982591876,6976.0,592.8899082568807,156.0,14.42,-8040.0,53.07,444000.0,59.24249072559735,8321.0,50138.0
1021,(주)인텍플러스,064290,2014.0,False,-5.46,-8.37,4762.4,-5079.31,8228.45,508.42,806.45,-19.59,-3.78,-10.71,-25.67,87.47,-26.93,-18.46,0.0,35.37,-44.91,-11.87,-15.11,-28.26,-17.14,-121.43,64.63,138.21,-2.69,4.05,-13.75,44.32,2.74,2.93,8.57,6.83,262.9,54.86,33.6,121.56,50.67,49.33,362.9,169.81,7.63,70.81,33.9,22.55,30.83,60.84,0.34,0.63,2.7,0.72,9.56,0.59,0.75,2.67,4.29,0.79,1.24,0.39,0.0,149.0,-7.45,0.0,12.17,0.0,0.0,0.0,1675.7,4800.0,33258.0,-5639.0,820.0,-6048.0,10974.0,-6186.0,18247.0,10746.0,-5079.0,879.0,0.0,6130.0,4573.0,0.0,9934.0,12556.0,-4798.0,2184.0,16852.0,제조업,0.0,0.0,16407.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,27769125670.0,50.67051536472428,4800.0,692.875,161.0,0.0,269.0,80.01,0.0,55.75676982591876,6976.0,41360.0
1022,현대로템(주),064350,2015.0,True,-3.17,0.13,187552.07,-296965.95,361243.75,56004.23,67270.03,14.61,-1.13,-2.05,24.82,-0.52,-18.2,3.7,0.0,-0.36,-9.2,-3.98,-6.45,-20.28,-6.52,-72.05,100.36,105.83,-2.46,1.69,-5.26,9.72,1.51,1.79,2.84,3.46,219.7,67.52,6.28,207.91,28.5,71.5,319.7,171.36,12.74,279.6,217.61,28.12,42.5,149.11,0.7,2.08,7.79,1.06,6.58,1.08,1.16,15.43,6.79,2.0,2.43,0.7,0.06,3783.0,-1.41,0.0,22.88,0.0,0.0,0.0,13917.32,335147.0,5043947.0,-304495.0,253280.0,-564482.0,-55275.0,764150.0,3405800.0,1987535.0,-296966.0,60916.0,0.0,213945.0,2493735.0,573868.0,1353848.0,3309109.0,-192884.0,527931.0,1437665.0,제조업,0.0,0.0,3606282.0,0.0,0.0,1022076.0,48821.0,0.0,25.64,0.0,1245250000000.0,28.502777685808354,1406044.0,358.733225987238,3837.0,0.0,-57753.0,93.4,0.0,39.50781534747552,1128687.0,4400828.0
1023,현대로템(주),064350,2017.0,False,0.91,1.67,323491.47,-47903.29,248847.47,41414.83,81132.47,-8.7,-6.53,-6.36,-9.96,-12.07,-3.45,-8.68,-316.99,6.69,-1.7,1.27,-1.08,-3.46,-1.09,-11.15,93.31,98.33,-1.6,1.52,-0.11,8.45,1.41,1.46,3.56,3.11,216.23,64.15,7.44,178.95,34.73,65.27,316.23,195.25,32.48,239.88,180.94,31.3,34.45,99.2,0.64,1.89,6.41,0.96,7.72,0.99,1.07,13.08,6.24,1.8,2.27,0.64,0.09,3556.0,-0.53,0.0,21.74,0.0,0.0,0.0,13912.79,206176.0,4083912.0,-46259.0,435786.0,219226.0,31239.0,-391780.0,2619879.0,1341795.0,-47903.0,50143.0,0.0,194949.0,1557514.0,98659.0,1160439.0,2725658.0,45425.0,512933.0,1418299.0,제조업,0.0,0.0,2665613.0,0.0,0.0,883242.0,27968.0,0.0,28.03,0.0,1593750000000.0,34.72893147550682,1117386.0,365.48802293925286,3575.0,0.0,55617.0,90.36,0.0,32.79934095806991,1140918.0,4473160.0
1024,현대로템(주),064350,2018.0,False,-4.17,0.91,153106.13,-324105.68,356470.15,40726.16,80116.82,-2.0,-3.97,-2.39,-1.78,6.95,-22.32,-11.51,0.0,-0.65,-12.77,-4.7,-7.62,-25.2,-7.74,-70.79,100.65,108.13,-2.24,1.69,-6.61,12.43,1.42,1.47,3.38,3.36,145.64,64.29,8.1,180.07,27.68,72.32,245.64,148.78,21.27,168.89,163.06,21.08,34.78,125.64,0.6,1.91,5.68,0.87,6.96,0.93,1.01,11.96,5.88,1.67,2.12,0.58,0.09,3616.0,1.69,0.0,1.51,0.0,0.0,0.0,10939.94,227707.0,4002150.0,-308035.0,367895.0,-14193.0,-38099.0,-19499.0,2573162.0,1729464.0,-324106.0,47069.0,0.0,208501.0,405763.0,109610.0,1114397.0,2411924.0,-196167.0,214636.0,1107994.0,제조업,0.0,0.0,2894156.0,0.0,0.0,698757.0,16689.0,0.0,2.71,0.0,2367250000000.0,27.68496932898567,943153.0,424.3373026433675,3556.0,0.0,31239.0,93.31,0.0,34.72893147550682,1117386.0,4083912.0
1025,(주)브리지텍,064480,2017.0,True,-160.58,2301.71,11138.13,-4861.25,13570.64,-292.87,1936.57,-17.09,-37.45,76.57,-44.27,50.84,-12.27,-45.28,0.0,-1.04,-12.04,-7.78,-6.35,-7.89,-8.04,-58.89,101.04,115.71,0.97,-0.97,-6.87,38.37,-0.83,-2.63,0.0,0.0,597.58,52.09,2.39,108.72,83.02,16.98,697.55,321.84,156.43,1288.58,1060.05,35.91,0.0,0.0,0.53,0.66,4.89,2.71,3.54,0.8,0.81,56.31,2.86,1.55,76.24,0.63,0.02,169.0,-1.17,100.0,68.89,12.73,1.83,0.0,2998.03,0.0,51896.0,-3637.0,13139.0,-2932.0,-13088.0,-2090.0,27032.0,8399.0,-4861.0,0.0,0.0,645.0,8364.0,0.0,305.0,30212.0,-4747.0,31519.0,43083.0,정보통신업,786405.0,0.0,8813.0,0.0,0.0,0.0,0.0,0.0,3.46,786405.0,72073575000.0,83.0179589949129,0.0,inf,171.0,30.14,-5488.0,77.56,2390409.0,78.46335735169593,0.0,62591.0
1026,(주)테크엘,064520,2017.0,False,-13.54,1.28,-3301.61,-23776.51,13894.16,1350.85,5229.89,-23.68,-5.78,-6.12,-33.89,-38.46,-35.51,-30.26,-1528.9,-4.29,-14.1,-17.68,-21.59,-44.73,-23.04,-72.39,104.29,111.6,-1.1,0.8,-20.37,7.13,0.69,2.37,3.5,3.47,25.45,54.76,43.49,121.03,43.73,56.27,125.43,102.86,6.67,74.01,30.05,1.52,43.34,99.11,1.53,3.17,5.13,2.96,19.64,2.57,4.71,5.66,8.72,3.79,4.52,1.42,0.0,350.0,-3.31,0.0,-42.4,0.0,0.0,0.0,626.88,972.0,95255.0,-23760.0,3381.0,-1338.0,-5486.0,686.0,52160.0,50711.0,-23777.0,1444.0,0.0,22682.0,16937.0,37980.0,36134.0,168480.0,-19550.0,-17508.0,41655.0,제조업,0.0,0.0,53600.0,0.0,0.0,0.0,1917.0,0.0,0.79,0.0,104942827380.0,43.72998792714293,2889.0,3297.1616476289378,362.0,0.0,-2135.0,92.67,0.0,51.465372710858915,5335.0,124064.0
1027,(주)테크엘,064520,2018.0,False,-11.34,-13.54,-8276.45,-27245.5,13388.81,1824.78,3755.46,-18.09,-5.95,-12.86,-22.42,-37.77,-63.33,-44.81,0.0,-9.8,-31.01,-26.17,-33.28,-100.99,-35.42,-86.56,109.8,124.59,-1.96,1.96,-31.17,11.01,1.5,3.14,4.28,4.56,-53.98,51.87,34.88,107.77,19.49,80.51,45.99,66.0,9.38,70.55,56.06,-26.72,60.43,310.0,1.07,3.27,2.8,1.6,12.63,2.01,3.33,5.05,6.95,2.31,2.65,0.91,0.0,349.0,-0.29,0.0,-178.08,0.0,0.0,0.0,218.12,100.0,78019.0,-28831.0,5754.0,-505.0,-2722.0,5632.0,40468.0,61318.0,-27245.0,2016.0,0.0,14114.0,10131.0,45343.0,33984.0,92980.0,-22867.0,-26213.0,15208.0,제조업,0.0,0.0,62811.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,27763355598.0,19.49268767864238,100.0,78019.0,350.0,0.0,-5486.0,104.29,0.0,43.72998792714293,2889.0,95255.0
1028,(주)젬백스링크,064800,2012.0,False,-35.31,16.62,11473.62,-1820.28,11667.19,-67.18,1786.15,-10.09,-6.48,-5.03,-17.06,0.0,-4.35,-19.16,0.0,16.3,-4.21,-3.72,-3.51,-3.86,-4.11,-34.05,83.7,104.79,0.21,-0.19,-3.66,30.93,-0.18,-0.72,16.13,3.46,926.37,38.73,0.27,63.22,80.38,19.62,863.25,240.61,52.5,25255.14,9997.93,22.64,0.74,0.92,0.83,1.06,10.04,3.82,7.97,2.06,2.06,1692.93,3.24,1.4,3.81,1.4,0.0,223.0,-1.76,0.0,48.71,5.29,0.6,0.0,3821.65,0.0,40563.0,-1502.0,3428.0,938.0,-529.0,-2600.0,15712.0,6530.0,-1820.0,48.0,0.0,42.0,10701.0,300.0,9038.0,35663.0,-1709.0,15995.0,32605.0,도매 및 소매업,188000.0,0.0,7958.0,0.0,0.0,0.0,378.0,0.0,0.56,188000.0,29291625000.0,80.38113551758993,378.0,10730.952380952382,227.0,42.13,-1860.0,74.52,313000.0,76.20198169042183,453.0,45113.0
1029,(주)젬백스링크,064800,2013.0,True,-55.99,-35.31,10479.18,-3704.59,12967.12,-120.03,1336.68,-14.91,-3.66,-14.67,-15.27,-65.97,-9.18,-20.33,0.0,22.45,-10.13,-1.96,-7.67,-8.61,-9.26,-70.89,77.55,103.06,0.47,-0.42,-7.99,39.97,-0.37,-1.84,3.09,3.87,847.1,38.57,0.11,62.78,85.28,14.72,783.99,387.43,246.95,28993.78,8338.32,28.61,1.46,1.71,0.76,0.92,8.0,4.36,10.51,1.96,1.96,1006.39,3.84,1.23,3.2,1.46,0.0,199.0,-10.76,0.0,44.38,5.29,0.65,0.0,3795.83,0.0,34517.0,-2879.0,8486.0,4470.0,573.0,16.0,13312.0,3436.0,-3705.0,16.0,0.0,14.0,4200.0,503.0,8707.0,28414.0,-870.0,13181.0,29437.0,도매 및 소매업,187650.0,0.0,5080.0,0.0,0.0,0.0,382.0,0.0,0.15,187650.0,30285765000.0,85.28261436393662,382.0,9035.86387434555,223.0,0.0,-529.0,83.7,188000.0,80.38113551758993,378.0,40563.0
