,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),이자보상배율(이자비용)_전년도,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),감가상각비(백만원),총자본증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,종업원수,종업원수증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원),장기차입금(요약)(백만원),자산(*)(요약)(백만원),당기순이익(손실)(요약)(백만원),현금및현금성자산(요약)(백만원),영업활동으로인한현금흐름(간접법)(*)(요약)(백만원),투자활동으로인한현금흐름(*)(요약)(백만원),재무활동으로인한현금흐름(*)(요약)(백만원),유동자산(*)(요약)(백만원),유동부채(*)(요약)(백만원),법인세비용차감전순이익(손실)(요약)(백만원),*이자비용(요약)(백만원),배당금지급(-)(요약)(백만원),재고자산(요약)(백만원),매출채권및기타유동채권(요약)(백만원),단기차입금(요약)(백만원),유형자산(요약)(백만원),매출액(수익)(요약)(백만원),*(정상)영업손익(보고서기재)(요약)(백만원),이익잉여금(결손금)(요약)(백만원),자본(*)(요약)(백만원),통계청한국표준산업분류10차(대분류),보통주배당금_현금(천원),우선주배당금_현금(천원),부채(*)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),사채(요약)(백만원),장기매입채무및기타비유동채무(요약)(백만원),기타금융업부채(요약)(백만원),외국인_주식분포비율,배당금(총합)_현금(천원),시가총액,증자,장기금융부채,자본증가율,종업원수_내년,배당성향_내년,투자활동으로인한현금흐름(*)(요약)(백만원)_내년,매출원가대매출액비율_내년,보통주배당금_현금(천원)_내년,증자_내년,장기금융부채_내년,자산(*)(요약)(백만원)_내년
161,한신공영(주),004960,2014.0,True,-1.93,1.43,-71873.6,-150735.24,62385.0,13703.64,2602.25,-12.18,-3.03,45.96,-25.49,-0.41,-44.67,-21.3,0.0,0.62,-10.72,-3.4,-8.15,-46.02,-10.57,-232.33,99.38,106.66,-5.9,1.26,-7.19,4.92,1.08,1.16,9.8,9.67,259.63,69.04,17.25,223.0,13.61,86.39,359.63,94.87,10.9,81.8,249.16,-3.73,28.55,209.69,0.76,4.27,22.01,0.92,2.38,1.01,1.18,6.81,4.23,3.12,101.65,0.53,0.12,726.0,0.14,0.0,64.35,0.0,0.0,0.0,18561.87,44903.0,1350138.0,-106862.0,106518.0,67284.0,1335.0,-83601.0,926818.0,976922.0,-137758.0,37554.0,0.0,159843.0,375595.0,139824.0,10566.0,1090822.0,-72391.0,119936.0,190459.0,건설업,0.0,0.0,1159678.0,0.0,1382.0,19971.0,41298.0,0.0,7.05,0.0,125341146150.0,14.106632062796542,106172.0,1271.6516595712617,725.0,0.0,-20991.0,91.84,939028.0,19.083835768006054,125791.0,1547299.0
162,신라교역(주),004970,2015.0,True,-7.09,4.13,25723.37,22863.09,32971.8,-35081.09,4969.57,-0.05,-10.16,-10.75,18.06,3.6,2.94,12.41,5.32,15.51,5.74,5.8,3.28,3.89,5.17,209.36,84.49,102.2,12.03,-12.03,-3.59,10.71,-11.4,-44.3,3.58,3.17,5366.16,43.85,14.93,78.1,85.73,14.27,5466.16,437.57,91.8,132.93,85.32,33.83,4.95,5.77,0.57,0.68,36.46,3.68,10.52,1.41,1.68,8.89,7.15,0.96,3.49,1.11,0.18,553.0,0.18,0.0,96.63,40.0,0.72,13.48,27013.75,12088.0,510104.0,16749.0,46928.0,-24611.0,44360.0,-12344.0,223687.0,51121.0,22863.0,905.0,0.0,33385.0,68810.0,10814.0,79018.0,291677.0,-6410.0,423000.0,437293.0,"농업, 임업 및 어업",3200000.0,0.0,72812.0,0.0,0.0,0.0,0.0,0.0,4.48,3200000.0,263200000000.0,85.72624406003482,12088.0,4219.920582395764,552.0,25.23,-33712.0,78.77,4800000.0,83.23556381077776,14519.0,510384.0
163,(주)휴스틸,005010,2016.0,True,0.68,3.4,56855.53,-677.83,42061.46,1703.31,12319.69,14.18,-2.82,-3.22,51.78,55.18,-1.97,-16.98,-180.24,10.59,-0.15,0.3,-0.1,-0.14,-0.12,-1.61,89.41,99.63,-0.21,0.47,0.21,11.45,0.46,1.06,1.59,2.1,1015.59,42.06,46.2,72.6,65.76,34.24,1115.59,151.26,37.81,59.02,36.01,14.25,21.29,32.37,0.66,0.93,10.52,2.27,10.72,1.78,3.28,3.88,5.9,1.05,1.41,1.09,0.0,611.0,6.63,0.0,56.52,8.0,0.7,129.48,55763.87,0.0,586849.0,-556.0,61697.0,-23012.0,-9581.0,63762.0,246851.0,163196.0,-678.0,1986.0,0.0,114047.0,67430.0,109736.0,253587.0,364021.0,1347.0,221920.0,385917.0,제조업,3459308.0,0.0,200932.0,9124.0,338.0,10194.0,1203.0,0.0,8.27,3459308.0,106546701800.0,65.76086863912181,11397.0,5149.153285952443,573.0,139.75,-34980.0,90.15,2767447.0,76.59793874608674,6104.0,513959.0
164,부산주공(주),005030,2012.0,False,0.58,1.62,29918.5,-3090.03,16961.83,5342.67,10966.98,3.42,9.44,8.01,-3.93,-4.58,7.63,10.72,0.0,8.98,-1.19,1.83,-1.08,-4.94,-1.39,-35.78,91.02,98.27,-2.7,2.7,1.37,8.32,2.62,3.13,4.53,4.84,670.31,35.75,28.46,55.64,22.22,77.78,751.26,75.05,0.25,209.68,127.14,-11.89,58.69,264.12,0.91,4.16,30.18,1.16,6.22,2.45,3.42,8.57,4.22,1.44,1.57,1.04,0.15,343.0,-2.56,0.0,-0.81,7.22,0.96,0.0,3647.32,59645.0,221795.0,-2359.0,268.0,-4289.0,-11747.0,15745.0,79294.0,105657.0,-3105.0,5902.0,0.0,22570.0,47925.0,54063.0,131856.0,197974.0,3415.0,28599.0,49284.0,제조업,474000.0,0.0,172510.0,0.0,0.0,0.0,10.0,0.0,0.01,474000.0,21255048000.0,22.220518947676908,59655.0,371.79616126058164,352.0,35.43,-52194.0,88.88,829000.0,21.350404953629663,46913.0,214469.0
165,부산주공(주),005030,2013.0,True,-0.03,0.58,29849.16,-4531.5,18029.96,5033.06,11421.33,5.62,3.01,0.12,15.51,-9.85,-8.79,-1.9,0.0,7.57,-2.16,0.22,-1.84,-8.89,-2.11,-63.84,92.43,100.08,-2.46,2.59,0.37,8.92,2.49,2.78,3.96,4.16,604.24,39.1,22.21,64.2,19.19,80.81,685.19,71.6,1.47,250.66,151.87,-15.51,61.49,320.46,0.85,4.12,29.61,1.07,6.52,2.27,3.04,9.05,3.95,1.36,1.45,0.96,0.15,341.0,-0.58,0.0,-1.83,0.0,0.0,0.0,3359.11,50007.0,234266.0,-4188.0,1878.0,7696.0,-19438.0,13352.0,91595.0,127924.0,-4531.0,5701.0,0.0,20347.0,51689.0,53947.0,135828.0,194220.0,-160.0,24418.0,44950.0,제조업,0.0,0.0,189316.0,0.0,0.0,5000.0,25.0,0.0,0.0,0.0,17450132000.0,19.187590175270845,55032.0,425.69050734118326,343.0,0.0,-11747.0,91.02,474000.0,22.220518947676908,59655.0,221795.0
166,부산주공(주),005030,2015.0,False,0.87,1.17,34179.47,-510.92,19346.63,4013.04,11476.23,2.27,7.26,8.3,-9.33,25.1,18.33,-5.08,0.0,9.81,-0.25,1.73,-0.19,-0.98,-0.26,-5.38,90.19,97.95,-2.07,2.09,1.37,9.76,2.02,1.93,2.9,2.85,382.74,30.34,34.84,43.55,20.48,79.52,471.67,63.32,0.0,146.57,120.93,-17.57,59.77,291.78,0.75,3.91,21.52,0.92,5.89,2.31,3.3,7.77,4.26,1.1,1.15,0.91,0.16,355.0,-2.47,0.0,-2.24,0.0,0.0,0.0,3680.94,74221.0,260186.0,-480.0,4.0,14743.0,-18082.0,3340.0,78936.0,124658.0,-511.0,4514.0,0.0,27498.0,40571.0,61444.0,173078.0,192132.0,3938.0,23037.0,53299.0,제조업,0.0,0.0,206887.0,0.0,0.0,0.0,5.0,0.0,0.33,0.0,32996000000.0,20.48496075884175,74226.0,350.53215854282865,364.0,86.21,-31080.0,89.85,177612.0,17.70460745084783,72445.0,254414.0
167,부산주공(주),005030,2016.0,False,-1.53,0.87,21080.36,-10597.63,18157.48,3687.69,9911.63,6.07,13.69,13.7,-11.47,1.31,-10.48,-6.53,0.0,5.19,-5.08,-2.14,-3.4,-18.07,-5.31,-80.77,94.81,103.26,-2.12,2.05,-2.03,9.39,1.91,1.69,2.36,2.41,322.24,25.32,39.86,33.91,17.29,82.71,422.24,49.32,0.39,119.62,152.18,-26.02,58.66,339.28,0.67,3.56,15.89,0.83,4.75,2.41,3.84,6.49,4.88,0.93,0.97,0.87,0.15,636.0,79.15,0.0,-3.1,0.0,0.0,0.0,2079.0,71782.0,275968.0,-9127.0,555.0,17531.0,-26183.0,9199.0,69883.0,141695.0,-10598.0,3820.0,0.0,27858.0,33609.0,50003.0,196781.0,179589.0,-5860.0,14220.0,47713.0,제조업,0.0,0.0,228255.0,0.0,0.0,6214.0,5.0,0.0,0.36,0.0,72998000000.0,17.28932339981447,78001.0,353.80059230009874,355.0,0.0,-18082.0,90.19,0.0,20.48496075884175,74226.0,260186.0
168,코스모신소재(주),005070,2012.0,False,-1.95,0.33,12013.38,-14947.18,15032.84,5320.24,6615.84,7.05,13.6,13.56,-13.47,5.06,-15.4,-18.07,0.0,0.38,-11.58,-4.65,-6.61,-15.56,-7.17,-21.37,99.62,108.26,-4.12,4.12,-4.26,10.15,3.59,4.09,4.65,5.35,25.89,19.47,55.19,24.17,37.65,62.35,125.89,45.69,4.41,59.34,35.29,-23.14,50.38,133.81,0.57,1.34,1.85,0.99,14.37,2.63,5.26,5.27,8.62,0.73,0.74,0.92,0.0,363.0,9.01,0.0,19.51,0.0,0.0,0.0,6168.38,22361.0,233864.0,-14947.0,4390.0,-9364.0,-28776.0,30979.0,45525.0,99650.0,-14947.0,0.0,0.0,25123.0,15725.0,85816.0,186016.0,129111.0,-10668.0,17177.0,88048.0,제조업,0.0,0.0,145816.0,0.0,0.0,9637.0,0.0,0.0,0.0,0.0,68331223680.0,37.649232032292275,31998.0,730.8706794174636,333.0,0.0,-17727.0,91.58,0.0,47.640583159773875,19236.0,218465.0
169,에스지씨에너지(주),005090,2014.0,True,0.55,1.18,90472.46,19323.95,23090.51,15415.84,29003.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,6.19,1.19,2.27,8.29,4.1,88.41,87.68,97.0,-5.4,5.18,4.16,7.45,4.97,2.93,3.61,3.61,979.63,28.58,47.14,40.02,35.27,64.73,1066.03,93.18,1.68,60.06,20.98,-2.09,55.17,156.4,0.37,1.04,12.27,0.57,12.95,1.28,2.42,2.72,4.52,0.51,1.13,0.62,0.0,477.0,1.06,0.0,23.57,14.81,1.53,45.5,47668.55,233735.0,813321.0,18437.0,4182.0,16607.0,-48231.0,23781.0,232458.0,249477.0,19324.0,16181.0,0.0,109589.0,67594.0,122492.0,263199.0,297812.0,8945.0,224632.0,286875.0,"전기, 가스, 증기 및 공기조절 공급업",3594346.0,0.0,526446.0,3032.0,535.0,19784.0,19.0,0.0,1.91,3594346.0,302915683200.0,35.272051256514956,253538.0,320.7885997365286,472.0,42.27,-48179.0,86.58,3595718.0,34.48270464657321,247209.0,766651.0
170,에스지씨에너지(주),005090,2016.0,False,0.1,1.03,94718.27,19656.33,26671.53,13377.1,30876.03,1.56,-1.97,3.33,-2.67,3.06,5.02,-4.14,-17.14,11.52,4.85,0.23,1.7,6.48,3.22,77.87,88.48,99.52,-4.59,4.5,3.28,8.53,4.28,2.56,3.11,3.14,1130.4,28.38,54.43,39.63,38.62,61.38,1230.4,65.55,1.37,46.04,16.99,-14.92,52.45,135.81,0.35,0.92,12.26,0.57,12.64,1.21,2.57,2.29,4.54,0.49,1.2,0.51,0.0,506.0,0.6,0.0,21.16,15.0,1.5,0.0,49140.12,126853.0,843056.0,13091.0,5062.0,14434.0,-22131.0,5238.0,231259.0,369906.0,23864.0,12733.0,0.0,120758.0,62023.0,189298.0,245462.0,287778.0,4529.0,249003.0,321156.0,"전기, 가스, 증기 및 공기조절 공급업",3640814.0,0.0,521900.0,0.0,0.0,0.0,2244.0,0.0,3.99,3640814.0,325246006000.0,38.094266573039036,129097.0,653.0407368103054,503.0,31.42,-17468.0,85.0,3640814.0,37.854721958375485,194150.0,841187.0
171,에스지씨에너지(주),005090,2017.0,False,-1.29,0.1,76216.79,7082.88,24046.9,11590.03,31178.9,-6.62,-11.71,-9.94,1.76,-16.69,-2.39,7.56,-72.67,4.57,1.28,-1.87,0.5,1.75,0.95,21.28,95.43,105.32,-4.05,3.62,1.9,6.73,3.25,2.32,3.32,3.12,1100.96,30.93,44.56,44.78,40.53,59.47,1200.96,76.12,3.41,73.11,23.75,-9.7,49.86,123.01,0.39,0.98,13.18,0.64,13.18,1.31,2.59,2.65,4.53,0.55,1.38,0.54,0.0,479.0,-5.34,0.0,0.0,0.0,0.0,0.0,45963.82,92760.0,797747.0,4091.0,11052.0,-2240.0,38823.0,-30464.0,246744.0,324162.0,7083.0,13187.0,0.0,109948.0,83894.0,228551.0,216712.0,319961.0,-17014.0,250556.0,323321.0,"전기, 가스, 증기 및 공기조절 공급업",941646.0,0.0,474426.0,1226.0,2530.0,36520.0,65.0,0.0,3.0,941646.0,212138066600.0,40.52926554408854,129345.0,616.7590552398624,506.0,0.0,-22131.0,88.48,3640814.0,38.094266573039036,129097.0,843056.0
172,(주)한창,005110,2015.0,True,-8.53,6.61,2553.03,-3027.02,5107.07,180.1,297.13,53.52,8.03,31.26,62.87,156.03,44.79,-10.42,0.0,40.5,-3.7,-5.62,-1.14,2.74,-1.22,4.76,59.5,119.51,-1.65,1.05,-0.82,24.09,0.85,0.68,1.44,2.01,112.36,74.7,31.81,295.31,50.26,49.74,205.71,1048.11,466.89,25.17,8.45,67.58,40.48,80.53,0.31,0.59,1.0,0.64,11.92,0.42,0.58,1.54,4.32,1.14,1.76,0.34,0.0,17.0,-5.56,100.0,27.41,3.04,1.22,7.1,1226.61,27365.0,67607.0,-635.0,22498.0,-10797.0,-2509.0,26940.0,50505.0,4819.0,-3027.0,393.0,0.0,16068.0,8543.0,0.0,10132.0,17167.0,-3350.0,3662.0,33981.0,도매 및 소매업,523737.0,0.0,33626.0,0.0,0.0,0.0,455.0,0.0,3.14,523737.0,177806319240.0,50.262546777700535,27820.0,243.0158159597412,18.0,22.19,1407.0,37.84,434003.0,55.33857123393433,4389.0,44038.0
173,(주)국동,005320,2017.0,True,-2.28,5.25,25998.16,-9948.09,31392.6,2482.7,2073.43,-14.36,-11.01,-2.22,-20.31,-1.58,-17.58,-2.92,-244.44,14.83,-4.68,-5.01,-7.78,-19.01,-8.22,-189.32,85.17,103.06,-2.73,1.3,-5.63,15.25,1.21,3.65,5.86,5.46,556.37,62.41,47.44,166.01,40.1,59.9,654.21,137.54,7.87,69.06,0.0,17.03,41.3,102.99,1.66,4.06,40.45,2.82,33.88,2.56,4.45,6.04,7.33,4.74,5.25,1.56,0.0,73.0,1.39,0.0,27.38,0.0,0.0,0.0,2963.64,5585.0,106307.0,-8968.0,3795.0,-6828.0,-4410.0,3011.0,66344.0,48235.0,-9948.0,2572.0,0.0,31471.0,22426.0,20421.0,34391.0,191603.0,-5856.0,6393.0,42631.0,도매 및 소매업,0.0,0.0,63676.0,0.0,0.0,3933.0,0.0,0.0,2.02,0.0,40531927140.0,40.10178069177006,9518.0,1116.9048119352806,72.0,0.0,-15941.0,81.4,0.0,41.67183610334577,19652.0,124127.0
174,(주)모나미,005360,2013.0,True,-0.2,1.5,27026.27,-5622.61,18416.38,5166.06,4009.26,-12.31,-48.69,7.9,-28.13,-30.0,-10.63,-36.17,0.0,28.03,-2.84,-0.18,-2.57,-9.42,-3.46,-37.01,71.97,100.7,-3.09,3.08,0.22,10.4,2.92,4.04,6.36,5.99,275.17,45.99,36.4,85.14,31.66,68.34,370.83,109.09,5.97,87.23,54.33,3.83,54.57,172.34,0.9,2.9,12.06,1.31,8.94,1.76,2.79,4.75,5.11,1.86,3.03,0.92,1.09,136.0,-18.56,0.0,24.69,5.0,1.46,0.0,3199.29,33195.0,173423.0,-4762.0,4368.0,18879.0,-5834.0,-12028.0,79751.0,73103.0,-5623.0,6019.0,0.0,29029.0,27047.0,44056.0,37549.0,167554.0,-1181.0,18644.0,54910.0,도매 및 소매업,694865.0,0.0,118513.0,0.0,0.0,9765.0,1747.0,0.0,1.89,694865.0,27447181325.0,31.662466916152994,44707.0,387.910170666786,167.0,144.91,-4726.0,80.44,695000.0,30.696653756307708,36592.0,197774.0
175,코스모화학(주),005420,2012.0,False,0.44,2.31,27186.81,-17648.89,16803.14,9845.62,18188.13,-1.46,-0.68,-3.91,6.86,23.94,-7.42,4.55,0.0,14.17,-9.79,1.59,-3.37,-7.19,-3.75,-26.94,85.83,96.91,-5.46,5.46,-1.49,8.19,4.8,3.54,6.12,6.46,260.3,24.7,54.4,32.8,45.37,54.63,360.03,79.52,0.37,24.55,24.7,-6.36,39.69,87.49,0.34,0.73,2.75,0.65,9.04,1.45,2.95,2.86,10.77,0.45,0.53,0.65,0.22,347.0,10.16,0.0,-1.59,0.0,0.0,0.0,17778.92,70458.0,716768.0,-26318.0,4994.0,-11520.0,-41264.0,45342.0,173931.0,261131.0,-26318.0,18111.0,0.0,94982.0,35653.0,201836.0,527749.0,309164.0,-5090.0,-3752.0,286924.0,제조업,0.0,0.0,429844.0,0.0,0.0,33979.0,5361.0,0.0,2.35,0.0,121588035520.0,40.0302468860217,109798.0,652.806062041203,315.0,0.0,-53917.0,75.59,0.0,48.28582259287339,83695.0,527600.0
176,코스모화학(주),005420,2013.0,False,-0.8,0.44,73053.05,-5134.13,36984.03,14790.64,26465.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,-1.83,-1.48,-0.76,-0.21,-0.77,-0.8,94.68,104.46,-5.13,4.69,1.18,10.46,4.18,3.22,5.09,5.09,272.43,23.44,47.12,30.62,39.84,60.16,372.16,58.28,0.65,44.2,36.24,-16.79,45.13,113.29,0.41,1.04,4.81,0.69,10.31,1.76,3.33,3.74,8.45,0.54,0.55,0.65,0.53,360.0,3.75,0.0,0.9,0.0,0.0,0.0,16889.45,39195.0,764171.0,-5777.0,1986.0,6940.0,-39208.0,29098.0,179153.0,307423.0,-5134.0,17555.0,0.0,84413.0,44402.0,232819.0,568618.0,315362.0,-14053.0,11336.0,304427.0,제조업,0.0,0.0,459744.0,0.0,0.0,48164.0,7110.0,0.0,2.7,0.0,93942480030.0,39.83754944901076,94469.0,808.9119181953869,347.0,0.0,-41264.0,85.83,0.0,40.0302468860217,109798.0,716768.0
177,코스모화학(주),005420,2018.0,False,0.78,1.62,57017.69,-8701.5,36553.4,7953.59,17659.24,8.39,4.27,4.68,20.93,4.72,-6.55,57.09,-174.13,5.33,-1.3,1.34,-1.87,-15.55,-1.92,-20.64,94.67,99.08,-1.46,1.17,-0.19,5.26,1.14,2.54,3.81,3.99,25.0,25.44,49.35,34.12,32.96,67.04,124.71,62.4,4.92,73.07,68.82,-15.33,42.86,130.06,1.43,4.23,8.81,2.16,17.99,5.92,12.54,11.21,18.04,1.89,1.95,2.08,0.09,189.0,3.28,0.0,-93.61,0.0,0.0,0.0,6237.83,11971.0,492981.0,-8839.0,9886.0,703.0,-35257.0,40392.0,125413.0,200999.0,-8701.0,8050.0,0.0,61886.0,49773.0,135349.0,355351.0,678094.0,6248.0,-101323.0,162469.0,제조업,0.0,0.0,330513.0,22338.0,678.0,41596.0,2749.0,0.0,2.13,0.0,191670025800.0,32.95644254038188,56316.0,875.3835499680375,183.0,0.0,50081.0,88.73,0.0,34.81496627355794,10578.0,454836.0
178,(주)신한,005450,2015.0,False,-0.75,2.19,-619.08,-2669.82,0.0,1936.58,1382.64,-9.14,0.87,-6.43,-11.41,7.26,0.73,-77.25,0.0,33.75,-17.13,-0.77,-0.76,-1.19,-1.01,-2.72,66.25,124.45,-70.75,25.57,0.38,0.0,9.92,2.04,6.12,5.7,129.52,53.12,12.3,113.29,46.56,53.44,229.52,109.04,0.68,439.54,14.33,4.4,24.93,53.53,0.04,0.1,0.22,0.08,4.54,0.08,0.09,0.74,0.16,0.1,0.71,0.04,0.0,32.0,-3.03,0.0,-7.26,0.0,0.0,0.0,9227.47,2389.0,173532.0,-1526.0,539.0,-2301.0,4815.0,-5834.0,93565.0,96784.0,-3079.0,2474.0,0.0,10603.0,81447.0,30901.0,10658.0,7573.0,-1852.0,8373.0,69084.0,건설업,0.0,0.0,104448.0,0.0,0.0,3596.0,0.0,0.0,1.69,0.0,43541601800.0,39.81052485996819,5985.0,2899.4486215538845,33.0,0.0,65.0,57.21,0.0,42.11163009509728,9992.0,178554.0
179,(주)신한,005450,2016.0,True,-3.1,-0.75,-9793.89,-12542.15,0.0,2748.25,1269.51,7.87,-48.86,-22.86,35.0,118.74,-28.23,-22.92,0.0,-0.1,-294.25,-5.3,-10.19,-23.78,-12.65,-46.88,100.1,256.56,-41.59,47.08,-8.56,0.0,13.06,2.62,4.94,5.89,64.73,66.47,19.94,198.26,29.76,70.24,164.73,162.5,9.99,257.84,52.74,25.57,34.1,114.59,0.03,0.09,0.17,0.06,0.85,0.06,0.07,0.35,0.11,0.09,0.72,0.03,0.0,26.0,-18.75,0.0,2.05,0.0,0.0,0.0,10436.89,39479.0,175010.0,-17177.0,7151.0,-8419.0,-4181.0,19210.0,116332.0,71518.0,-12542.0,2948.0,0.0,23193.0,80614.0,13753.0,5450.0,5837.0,-9139.0,-8086.0,52074.0,건설업,0.0,0.0,122935.0,0.0,0.0,2798.0,249.0,0.0,2.17,0.0,37853102210.0,29.754871150219987,42526.0,411.53647180548376,32.0,0.0,4815.0,66.25,0.0,39.81052485996819,5985.0,173532.0
180,에스엘(주),005850,2018.0,True,0.53,8.72,417615.36,30112.96,316776.17,367.45,71082.8,6.81,1.94,2.42,11.28,19.13,-0.23,7.33,-74.13,8.33,1.57,0.78,1.52,2.5,2.05,148.51,91.67,99.71,-0.02,0.02,1.54,19.28,0.02,0.06,3.69,3.81,5838.61,51.68,19.27,106.97,59.84,40.16,5938.61,165.0,18.28,187.52,130.92,20.36,13.72,22.94,0.97,1.56,94.41,2.53,8.51,1.91,2.34,10.21,5.7,1.96,4.21,1.21,0.14,2350.0,3.02,0.0,73.65,80.0,1.79,49.96,21661.76,30411.0,1730437.0,25165.0,97878.0,53035.0,-58898.0,-3750.0,887716.0,539683.0,30113.0,8662.0,0.0,170254.0,325253.0,177190.0,383466.0,1598634.0,4577.0,867493.0,1022816.0,제조업,13546036.0,0.0,707621.0,0.0,58.0,0.0,5613.0,0.0,20.84,13546036.0,675608545500.0,59.10738154581762,36024.0,4803.567066400178,2281.0,10.26,-123746.0,88.72,13546036.0,63.938712420926855,39057.0,1600259.0
181,한일사료(주),005860,2012.0,True,0.88,2.73,16623.19,5051.42,7867.78,1780.14,2708.87,-1.97,-3.08,-1.87,-2.05,8.1,6.41,16.07,60.55,9.77,1.8,1.98,2.9,8.26,3.02,27.25,90.23,99.08,-0.74,0.74,4.09,3.24,0.73,1.83,3.39,3.24,240.36,53.09,50.96,113.17,36.58,63.42,340.36,95.51,12.38,38.45,9.92,-2.49,50.03,136.79,1.61,4.58,15.12,2.48,63.4,3.03,5.89,6.24,18.67,3.43,3.79,1.46,0.0,87.0,6.1,100.0,47.68,5.0,2.13,30.55,1144.91,1000.0,148568.0,4351.0,10219.0,-2078.0,1814.0,-7942.0,78873.0,82577.0,5051.0,2523.0,0.0,41041.0,17498.0,69659.0,63735.0,241406.0,2227.0,24976.0,54340.0,제조업,798000.0,0.0,94228.0,3.0,0.0,574.0,87.0,0.0,0.01,798000.0,37837861725.0,36.5758440579398,1661.0,8944.491270319086,82.0,63.61,-7132.0,87.64,798000.0,33.69580278846344,4199.0,151553.0
182,한일사료(주),005860,2015.0,True,-4.03,3.53,9401.0,-3554.84,9518.95,1457.43,1979.45,17.99,-3.61,-2.0,36.09,49.44,-10.78,17.02,0.0,6.06,-1.55,-5.14,-2.54,-7.83,-2.71,-26.75,93.94,103.45,-0.52,0.52,-1.68,3.23,0.5,1.27,2.19,2.59,222.06,60.54,62.31,153.45,28.13,71.87,322.06,92.42,11.38,21.55,12.27,-4.97,59.38,211.1,1.65,5.1,17.4,2.43,33.69,2.89,7.23,4.83,19.34,3.81,4.58,1.39,0.0,86.0,-2.27,0.0,44.02,5.0,2.28,64.83,1068.35,3000.0,182798.0,-4293.0,13623.0,-27760.0,-1943.0,34968.0,110673.0,119752.0,-3555.0,2382.0,0.0,68956.0,16555.0,105538.0,59521.0,277857.0,-9598.0,21879.0,51414.0,제조업,798267.0,0.0,131384.0,0.0,0.0,0.0,79.0,0.0,0.25,798267.0,73600228925.0,28.12612829462029,3079.0,5936.927573887626,88.0,49.88,-8165.0,87.9,798267.0,37.20025045022947,85.0,154921.0
183,한일사료(주),005860,2017.0,False,-0.35,2.56,18161.48,3139.89,11022.38,1952.56,2046.64,-11.34,4.69,1.51,-19.42,-34.87,0.06,-3.5,-15.04,8.93,0.63,-0.2,1.06,2.92,1.13,9.58,91.07,100.29,-0.54,0.65,2.16,3.63,0.64,1.73,3.18,2.78,227.69,55.83,39.88,126.4,38.67,61.33,327.69,100.08,16.64,42.05,27.73,0.05,46.3,119.72,1.69,4.64,15.18,2.65,29.78,2.87,5.22,6.35,19.46,4.09,4.89,1.44,0.0,78.0,-8.24,100.0,33.19,5.0,2.12,40.66,1152.8,1800.0,166853.0,1881.0,15493.0,22384.0,-16060.0,-16870.0,93155.0,93080.0,3140.0,2453.0,0.0,37146.0,17750.0,75457.0,62610.0,299152.0,-857.0,23855.0,64530.0,제조업,985092.0,0.0,102323.0,3.0,0.0,0.0,45.0,0.0,1.71,985092.0,78413333150.0,38.67476161651274,1845.0,9043.523035230352,85.0,0.0,-4633.0,89.13,985092.0,34.271504705025954,1829.0,188203.0
184,한일사료(주),005860,2018.0,True,0.67,-0.35,17196.34,1317.91,11400.16,2380.67,2097.59,3.97,-7.63,-2.31,8.93,43.97,-4.0,2.9,-81.07,10.23,0.13,1.61,0.23,0.56,0.25,1.81,89.77,99.33,-0.77,0.77,1.63,3.64,0.76,2.23,3.47,3.7,214.57,58.5,52.7,140.94,35.75,64.25,314.57,100.44,12.27,36.71,18.77,0.26,50.85,142.27,1.81,4.87,15.62,2.88,30.27,3.16,5.92,6.79,17.47,4.23,5.11,1.58,0.0,79.0,1.28,0.0,32.77,5.0,2.26,1268.36,1078.92,3400.0,173476.0,397.0,12401.0,-23554.0,11382.0,9070.0,101477.0,101033.0,1318.0,0.0,0.0,53478.0,21138.0,82919.0,57834.0,307837.0,2058.0,22953.0,62009.0,제조업,985092.0,0.0,111466.0,1.0,0.0,0.0,45.0,0.0,1.0,985092.0,68168375050.0,35.745002190504735,3445.0,5035.587808417997,78.0,40.66,-16060.0,91.07,985092.0,38.67476161651274,1845.0,166853.0
