,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,총자본증가율,유형자산증가율,비유동자산(백만원),재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,종업원수증가율,자산대비_장기금융부채비율,투자활동현금흐름증감률_여부,직원증감률_여부,매출원가증감률_여부,자산매각_여부,배당금증감률_여부,자본증가률_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,재무적범주전략(FIN)변수,배당금지급_여부,LEV지수,KZ지수,WW지수,CL지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
645,(주)에스폴리텍,050760,2015,1,-0.91,11506.24,1035.16,12.58,-1.67,-0.93,-1.69,-3.71,-1.7,-21.0,87.42,101.03,-0.41,1.03,-0.64,8.71,0.99,1.96,2.99,2.96,482.22,42.45,23.64,73.76,46.47,53.53,558.39,83.9,16.9,216.67,79.26,-8.15,38.71,83.3,1.01,2.15,12.28,1.9,14.65,2.93,11.12,4.44,1.79,1.86,1.08,54.07,0.0,0.0,19968.0,0.0,0.0,0.21,1145.0,46.4722483537159,-1.0410514619765963,2.8271876823460764,56894.0,22.192118226600986,-2.654942260832715,-10.881616118543787,-61.07366953288403,11.409395973154362,0.011582152358409451,1,1,1,1,1,1,1,0,1,1,0,0.013674630151225858,-114086375981.25554,-2873951790.906584,98396389640.21715,-0.3979082577627153,2,-21560.0,-0.0002851170925471,128545.0,0.0014962389390418
646,(주)쏠리드,050890,2016,1,-5.95,39339.06,7298.17,28.45,-24.51,-15.62,-22.33,-81.53,-27.75,-519.96,71.55,117.61,-3.13,2.5,-20.05,16.96,1.93,3.12,6.91,8.19,404.07,41.59,39.59,71.19,22.56,77.44,488.41,70.62,14.14,62.73,27.54,-17.3,36.43,161.48,0.91,3.39,22.02,1.25,12.4,3.02,7.15,6.2,1.59,8.04,0.89,12.1,0.0,0.0,5454.0,0.0,0.0,2.24,42238.0,22.562573311002048,7.4485828944068215,18.26772601420489,200194.0,125.23849439188919,-31.650358427691298,26.23513495017346,-1996.4958853198834,2.512562814070352,0.1232441832643748,0,1,1,0,0,1,1,0,1,1,0,0.012247891373433923,-63317957819.68889,10516605489.424706,1037398903054.0052,-1.1430709970472586,0,-1020378.0,-0.0045127923802882,-437097.0,-0.004961324529919
647,(주)쏠리드,050890,2018,0,0.17,67303.5,5469.1,30.77,5.04,0.6,4.08,9.48,5.62,38.16,69.23,99.52,1.66,2.46,6.07,17.66,2.37,3.03,8.7,7.74,345.19,42.54,38.56,74.03,40.95,59.05,435.32,77.09,20.67,66.09,61.02,-12.64,25.92,63.3,0.81,2.34,9.36,1.24,7.43,2.61,5.36,6.3,1.5,6.48,0.75,21.67,0.23,2.0,20530.0,0.0,0.0,3.49,7500.0,40.947869409939045,-4.123553552805333,13.51233762197775,154781.0,13.65437053043165,38.558363901311495,-12.279547093667114,-143.38579327945556,5.472636815920398,0.02784357110505565,0,1,1,0,0,0,1,0,1,1,1,0.025675203635537776,-181523479600.43024,4204677316.329598,-117043369336.36351,-0.3559084741948083,4,-2834266.0,-0.0114122532996932,313290.0,-0.0002784177552151
648,(주)인터플렉스,051370,2013,0,0.01,129186.18,6330.81,2.43,-0.07,0.15,-0.09,-0.22,-0.1,-9.75,97.57,99.99,-0.3,0.64,0.71,5.13,0.62,1.39,6.23,4.04,4411.57,52.12,26.98,108.85,52.36,47.64,4511.57,123.19,0.58,172.55,171.87,9.81,16.94,32.34,1.25,2.96,130.57,2.18,4.77,3.04,8.44,4.43,2.86,3.18,1.16,40.77,0.0,0.0,227794.0,480.0,0.0,2.74,30417.0,52.35942096343613,-19.372919270553666,-6.111565200906246,337912.0,-26.85643108264481,23.038118831661805,29.4889801421757,-101.35934457548036,-4.247104247104247,0.04310041886063107,0,1,1,0,1,0,1,0,1,1,0,0.044503049879145884,-77882828310.93138,-14850624322.092974,83363176478.31714,0.090998294059436,2,-850089.0,-0.0072990764383604,-590828.0,-0.0058094791086075
649,(주)인터플렉스,051370,2014,0,-21.86,49775.22,3254.03,-8.6,-9.14,-14.11,-9.14,-17.28,-10.04,-717.65,108.6,114.27,-0.47,0.51,-8.63,5.34,0.43,1.07,3.35,3.43,3693.5,51.27,15.94,105.21,53.51,46.49,3793.5,119.72,1.7,340.85,260.55,8.45,21.56,40.3,1.0,1.89,78.48,2.12,4.37,2.48,8.76,3.86,2.07,2.43,1.06,29.37,0.0,0.0,168408.0,489.0,0.0,6.0,14583.0,53.508445620126196,-17.721942289053512,-24.853526292444275,282959.0,-52.17605981519362,-15.916354769656277,-35.14620667805472,7842.972972972973,-35.80645161290323,0.0251146978589733,0,0,1,0,1,1,1,0,1,1,0,0.027158399325369495,-34321819461.299686,2645626668.465812,374783652419.41327,0.1039006940731155,3,1021255.0,0.0149318818292608,987045.0,0.0080011440846451
650,(주)인터플렉스,051370,2018,0,-29.9,8912.27,1845.43,-13.57,-25.3,-14.28,-17.22,-29.08,-20.08,-709.13,113.57,121.09,1.0,0.59,-16.82,11.67,0.45,1.15,4.45,3.83,1994.72,35.93,34.93,56.08,66.35,33.65,2094.72,117.91,16.92,63.19,110.55,5.46,13.53,20.39,0.68,1.04,26.92,1.95,4.63,2.02,4.56,5.78,1.33,1.7,0.86,-43.52,0.0,0.0,-29609.0,1255.0,0.0,3.73,3406.0,66.34965809783996,-33.57002015085177,-11.974895780842,235927.0,-49.42373994417994,-31.572240380225796,-61.026716273203405,-290.7056591995006,-57.758620689655174,0.009249553273190417,0,0,1,0,1,1,1,0,1,1,0,0.009034121604632553,-11152507322.673416,9311440548.927385,905623043085.131,0.03316830554523907,0,425694.0,0.0022807113031596,-92415.0,-0.0014180661430053
651,(주)피씨디렉트,051380,2013,1,-80.09,193.77,-127.16,1.91,-1.84,-9.1,-7.97,-13.35,-8.15,-102.29,98.09,102.21,-0.11,-0.08,-8.34,2.21,-0.08,-0.91,0.84,1.18,566.42,89.65,19.71,866.63,59.96,40.04,666.42,227.55,63.99,198.76,145.75,50.26,12.8,21.35,4.34,7.27,55.73,10.77,15.16,5.95,24.16,14.19,47.48,228.07,3.33,44.54,0.0,0.0,10383.0,0.0,0.0,0.19,70.0,59.9609832227858,25.093547652360655,0.0,3977.0,20.532386867790596,26.42316551497203,-15.36718322801044,-295.32246633593195,3.076923076923077,0.0018207829366627649,0,1,1,0,0,1,1,0,1,1,0,0.0,-328996449052.66693,22264169591.926605,381259485382.8808,0.9953684719662816,0,-10051.0,-0.0001669107266436,30746.0,0.0008097044794086
652,진양화학(주),051630,2017,0,-186.14,6599.99,-65.01,10.79,-0.68,-1.43,-0.8,-1.13,-0.8,-5.64,89.21,101.35,0.04,-0.13,-0.95,11.22,-0.13,-0.53,2.05,1.78,388.24,32.11,19.96,47.3,71.06,28.94,488.24,159.87,13.33,295.0,217.51,12.03,0.1,0.14,1.17,1.66,8.27,4.03,7.73,4.43,19.07,5.91,1.74,1.85,2.21,57.83,0.0,0.0,18292.0,0.0,0.0,0.39,610.0,71.05537633104518,-4.7083025147929,-2.7582656025890917,27988.0,3.2031249999999996,-4.23354800745366,-13.917722617601111,-125.76219512195121,-28.676470588235293,0.014796128750576079,0,0,1,1,0,1,1,0,1,1,0,0.0007369196757553427,-36025666648.03309,-2550100662.408582,93508179262.58258,0.04762946754194019,3,-26253.0,-0.0002127068326094,-29840.0,-0.000468489224858
653,진양화학(주),051630,2018,0,-186.14,6507.39,-74.39,10.47,-0.67,-1.26,-0.82,-1.14,-0.82,-5.52,89.53,101.18,0.21,-0.15,-1.0,11.44,-0.15,-0.64,0.46,0.7,379.34,32.06,24.36,47.2,71.98,28.02,479.34,169.08,8.18,247.73,181.46,13.1,0.35,0.48,1.23,1.71,8.29,4.3,8.72,4.9,17.26,6.41,1.8,1.89,2.37,57.05,0.0,0.0,17758.0,0.0,0.0,1.29,557.0,71.97627568257464,-3.0756543042181095,-1.024923414394312,27146.0,18.130204390613173,-1.8194852188161397,0.2802871430875948,-2.0710059171597637,4.123711340206185,0.013939287769964214,0,1,1,1,1,1,1,0,1,1,0,0.0001843360446093228,-21070955918.10407,1349758502.247353,96718655680.30354,0.021362433862433864,3,19572.0,-0.0004826376894606,563463.0,0.0068899747973211
654,(주)중앙디앤엠,051980,2013,0,-9.52,-3017.77,291.07,4.06,-24.27,-6.89,-11.35,-32.68,-13.88,-158.34,95.94,115.34,-1.01,1.01,-10.88,11.17,0.75,1.49,7.56,5.19,314.53,56.09,21.78,127.73,69.04,30.96,412.36,233.95,31.33,275.26,104.33,32.11,10.11,14.64,0.47,0.68,3.13,1.48,5.15,1.21,2.73,1.86,1.06,7.8,0.59,67.83,0.0,0.0,26931.0,0.0,0.0,3.86,3056.0,69.03930918088122,-11.548328188182094,-8.225919850011717,26798.0,-45.7238518087197,-8.48591472817706,-46.050545556280895,-285.7369674517068,-7.462686567164178,0.05007455471988727,1,1,1,0,1,1,1,0,1,1,0,0.031786406835526894,-93394525584.5803,-7928951811.034611,948050629958.0109,0.5211444320173299,2,0.0,0.0,-156068.0,-0.0012310987506049
655,(주)중앙디앤엠,051980,2014,0,-16.7,-2479.21,171.49,0.03,-46.23,-8.88,-18.83,-24.38,-22.31,-88.59,99.97,122.32,-0.84,0.84,-18.49,13.56,0.6,1.28,12.0,6.49,225.31,41.51,32.97,70.97,79.93,20.07,314.28,373.86,135.34,61.74,32.39,30.41,5.75,7.2,0.41,0.56,2.17,1.53,4.3,1.08,3.18,1.72,0.82,5.5,0.59,61.13,0.0,0.0,18478.0,0.0,0.0,1.7,2145.0,79.93102232963271,-34.91127169050779,-9.65270684371808,23233.0,-27.102051763443747,-24.642806284710687,-29.08210890233362,35.118962815215845,4.838709677419355,0.05399894267804547,0,1,1,0,1,0,1,0,1,1,0,0.02674295720710533,-189419001964.494,-19275860334.532974,1733023940857.9717,0.4548605614349036,2,0.0,0.0,18283.0,0.0002763144320733
656,(주)우전,052270,2014,0,-8.05,-18498.31,4829.92,4.86,-33.86,-12.55,-27.04,-76.54,-29.76,-643.1,95.14,116.13,-2.81,1.59,-25.77,13.59,1.14,1.93,2.95,3.28,763.83,40.07,30.61,66.85,22.78,77.22,500.73,56.7,14.82,112.08,71.32,-30.6,61.14,268.38,0.8,2.34,20.69,1.21,7.88,2.71,6.36,6.91,1.38,1.66,0.82,-22.43,0.0,0.0,1761.0,0.0,133.0,0.8,21934.0,22.780573497370902,-20.402451142762505,-6.416189879732928,201629.0,-23.63589250018509,-58.04456123063447,-42.02598336101232,-1643.682310469314,-8.032128514056225,0.06519690750147877,0,1,1,1,0,1,1,0,1,1,0,0.06392906671853492,-58195609913.21263,6308545387.957908,1234823577860.6902,-1.5002517439926897,0,-816861.0,-0.0033521531337114,274823.0,0.0013862581517458
657,(주)초록뱀컴퍼니,052300,2014,0,-3.04,9135.18,598.54,17.31,-10.23,-4.47,-10.58,-25.2,-13.97,-19.53,82.69,104.6,-1.24,1.24,-9.3,10.25,1.09,3.08,30.65,7.99,-11.37,29.68,0.29,42.22,80.76,19.24,87.7,211.88,89.33,8913.68,2682.37,15.67,6.16,7.63,1.04,1.77,1.57,2.49,8.98,2.95,1174.42,7.91,1.6,46.84,1.76,-108.95,0.0,0.0,-35005.0,0.0,0.0,0.24,1295.0,80.75661717236927,-29.243559291065228,-49.92732558139535,27230.0,-32.6530612244898,33.845495399101225,-26.18385281658975,-1075.542406311637,14.285714285714285,0.03344092963202066,0,1,1,0,1,0,1,0,1,1,0,0.0013200990854862302,-166879795872.639,-4436978697.278348,486435762275.7802,0.10639716248461559,2,0.0,0.0,346675.0,0.0010115973059557
658,(주)초록뱀컴퍼니,052300,2015,0,-14.0,6474.88,132.75,8.07,26.69,-6.96,8.48,11.15,17.78,11.12,91.93,122.65,28.53,0.86,8.76,14.08,0.68,1.22,2.12,3.52,10.95,37.94,0.03,61.13,75.56,24.44,110.15,157.0,131.21,8913.68,2682.37,13.77,20.21,26.74,0.32,0.41,0.42,1.42,12.93,0.92,789.54,4.91,0.49,27.7,0.58,-69.33,0.0,0.0,-30879.0,0.0,0.0,1.33,53.0,75.56351668695042,50.649451258876695,-38.31640058055152,36205.0,-81.81818181818183,40.96185207687142,-66.9692946768875,-183.23898099474323,-63.23529411764706,0.0009084831759200534,0,0,1,1,1,1,1,0,1,1,0,0.0005859022440492964,-421424724087.7681,2800287967.5563617,-643453309040.9702,0.10338206017517945,0,-2168857.0,-0.0029861480968195,-519291.0,-0.001698794397065
659,코나아이(주),052400,2016,0,-4.35,23896.83,767.07,24.6,-0.36,-1.94,-0.16,-0.64,-0.16,-15.63,75.4,104.96,2.88,0.65,0.13,14.28,0.58,1.05,2.51,2.45,2443.83,67.59,28.03,208.55,73.49,26.51,2271.52,256.27,132.58,51.96,13.59,41.22,21.12,28.73,0.43,0.59,15.16,1.61,13.82,0.91,1.89,4.68,1.47,6.11,0.45,57.86,0.0,0.0,125492.0,0.0,0.0,7.58,55.0,73.48936338161582,-12.58159786913979,-12.178988326848248,82115.0,-37.54716981132076,-11.5939207763782,-45.59590991099073,-101.45393588997982,3.6458333333333335,0.00021707384457512728,0,1,1,0,0,1,1,0,1,1,0,0.0,-469803014381.16174,-11244535664.199244,139613545129.07544,0.5528633509754525,2,-850328.0,-0.009408918695717,845613.0,0.0078173433356086
660,코나아이(주),052400,2017,0,-7.91,-7400.6,536.42,22.96,-37.23,-4.02,-16.89,-23.43,-17.76,-473.87,77.04,109.55,-5.03,0.53,-16.65,13.95,0.37,0.88,2.72,2.5,1964.49,68.6,27.98,218.5,71.88,28.12,1774.28,245.49,126.25,40.11,11.32,40.66,23.01,32.02,0.45,0.62,13.13,1.67,18.91,0.93,2.38,5.09,1.42,5.73,0.48,50.31,0.0,0.0,88627.0,0.0,0.0,4.29,52.0,71.88487527307828,-22.315191222323087,-2.6805494018608775,61800.0,-21.270965725596415,-24.01127819548872,-13.371895779617315,8847.529411764704,17.08542713567839,0.00026418736981151245,1,1,1,0,1,1,1,0,1,1,0,0.0,-436842421099.25104,-7767108672.334341,1366279705532.6008,0.41472225807448004,2,280350.0,0.0002332571310788,287210.0,0.0019918087792462
661,(주)아모텍,052710,2014,1,0.42,71597.81,5624.82,20.27,-1.29,0.96,-0.74,-1.77,-0.83,-47.13,79.73,98.57,-3.38,3.15,1.07,28.21,2.96,3.09,4.03,4.3,2568.44,35.08,36.6,54.04,40.01,59.99,2623.3,89.43,9.21,84.3,32.51,-4.15,47.16,117.87,0.57,1.38,36.65,0.98,14.41,2.51,5.09,5.09,0.87,1.15,0.78,65.79,0.0,0.0,77451.0,0.0,4.0,2.35,56957.0,40.00757582872366,5.093171380068168,-0.8013789377548526,207379.0,40.940958141453024,-3.0577258590609118,-28.01283886498627,-120.52565707133918,-8.75,0.17830432917914957,0,1,1,1,1,1,1,0,1,1,0,0.16953016748056884,-63292177759.839165,2063402171.4158738,187454302600.82935,-0.575174115661142,1,905539.0,0.0205937913153205,-239218.0,-0.0058874008779457
662,(주)아이톡시,052770,2014,1,-6.56,6884.56,473.26,53.84,-21.94,-11.01,-20.2,-47.06,-22.01,-54.67,46.16,112.08,-1.53,1.72,-18.61,23.37,1.4,2.78,6.28,6.16,-0.28,39.49,0.0,65.27,37.26,62.74,89.42,64.47,1.89,0.0,0.0,-21.76,30.4,81.59,0.92,2.14,2.49,1.61,11.73,2.05,0.0,3.51,1.67,25.34,0.92,-443.05,0.0,0.0,-42318.0,0.0,0.0,0.77,392.0,37.257790368271955,-20.217574734811958,-6.601248884924176,16019.0,0.0,-37.34756097560975,-20.49678652075734,-626.2008733624455,31.3953488372093,0.014806421152030217,1,1,1,0,1,1,1,0,1,1,0,0.003307010709163644,-14343002895.427504,-11702096318.410164,761884118105.2063,-0.060387507864356885,2,-15076.0,-0.0002220075818598,109848.0,9.933536444287812e-05
663,(주)아이톡시,052770,2016,0,-1.76,11027.25,480.99,58.8,-10.22,-3.19,-13.78,-39.27,-14.3,-34.25,41.2,102.51,-1.1,1.29,-12.05,24.52,1.16,2.67,5.69,5.23,-11.06,45.07,0.0,82.06,36.75,63.25,78.85,71.27,18.21,0.0,0.0,-18.17,38.88,105.79,1.35,3.84,3.35,2.08,12.07,2.7,0.0,7.41,2.69,24.07,1.26,-518.17,0.0,0.0,-45977.0,0.0,0.0,2.74,0.0,36.75337585949797,-23.06074319586972,1.948051948051948,13260.0,0.0,-16.37134778510839,-14.849029556986507,-2391.0179640718566,33.165829145728644,0.0,0,1,1,0,1,0,1,0,1,1,0,0.0,-151123972667.5583,1654751057.303129,370900350791.2166,-0.048430222100714286,3,10.0,-1.1079808845413155e-07,73018.0,-0.0002648150174461
664,(주)액토즈소프트,052790,2014,1,-114.57,-18498.31,-1765.62,40.12,-67.12,-5.73,-35.1,-43.95,-65.02,-884.59,59.88,113.0,2.01,-1.93,-36.11,11.2,-1.2,-5.01,0.0,6.7,2104.96,50.01,0.0,100.03,76.6,23.4,2180.62,269.03,17.76,0.0,0.0,31.42,0.0,0.0,0.52,0.65,18.19,2.59,5.85,1.11,0.0,4.78,0.99,47.15,0.83,17.87,0.0,0.0,13405.0,0.0,0.0,51.57,3456.0,76.59554679216504,-30.493039693143125,45.0,80626.0,0.0,-35.142414616858744,-26.215333835611528,-557.6884821961409,6.289308176100629,0.02142897003292472,0,1,1,0,1,1,1,0,1,1,0,0.0,22953251615.34149,8933716524.73799,2405875159171.6587,0.11322702047558196,4,59228.0,0.0016217100164838,63691.0,-0.0001443256846354
665,(주)액토즈소프트,052790,2018,1,-4.32,-1516.19,-445.63,62.89,-39.55,-0.28,-10.99,-14.94,-15.64,-262.86,37.11,102.86,1.66,-1.18,-11.32,19.58,-0.96,-1.24,3.06,3.05,1588.81,58.64,0.0,141.78,72.49,27.51,1627.42,227.77,138.03,0.0,0.0,32.89,6.4,8.83,0.28,0.38,6.65,1.05,7.27,0.45,0.0,3.77,0.72,19.64,0.34,-20.82,0.0,0.0,-15949.0,0.0,0.0,51.04,0.0,72.4852001226444,-11.507127601104795,-14.734299516908212,52610.0,0.0,-13.918791488884946,-32.034874275708944,99.14415619149504,26.804123711340207,0.0,1,1,1,0,1,1,1,0,1,1,0,0.0,-453996511870.93427,884981563.0789648,1525987135265.1516,0.36778715884266505,3,256172.0,0.0044504049715589,-43791.0,-0.0010769281573541
666,(주)아이앤씨테크놀로지,052860,2013,0,-47.48,-4940.13,-862.47,5.4,-170.0,-9.51,-14.47,-15.91,-17.44,-171.35,94.6,226.26,29.71,-11.88,-15.49,21.85,-3.86,-9.06,2.69,5.38,992.85,39.22,11.46,64.54,83.41,16.59,1021.8,735.72,8.05,16.48,30.71,33.89,8.42,10.09,0.09,0.1,1.05,0.76,9.84,0.2,1.85,12.95,0.16,0.42,0.17,10.44,0.0,0.0,18357.0,0.0,0.0,1.89,9250.0,83.41450819768329,-0.07739847313921171,4.3150200424428204,51786.0,-4.868355688027819,-11.556457031930515,-56.437961462272646,38.0089485458613,58.536585365853654,0.10855915593789242,1,1,1,0,1,1,1,0,1,1,0,0.0,4043255195.4212065,8987113733.169535,6018248019664.353,0.3196999753645222,0,-40335.0,-0.0003392055327254,-332510.0,-0.0038464692729371
667,(주)바이넥스,053030,2013,1,-3.9,15464.27,1018.0,32.62,-7.3,-4.12,-3.15,-4.36,-3.93,-32.82,67.38,110.47,-5.28,1.78,-2.38,21.14,1.55,2.65,9.29,5.29,668.3,31.14,21.9,45.23,79.7,20.3,753.13,201.65,60.42,143.92,19.49,15.7,13.54,16.99,0.43,0.61,4.62,1.49,35.78,1.51,6.53,4.78,0.66,1.89,0.76,1.49,0.0,0.0,-981.0,92.0,0.0,13.2,5324.0,79.69951254620996,-14.974165687303984,0.796957671957672,84190.0,-9.465914025184542,6.039370164423213,-6.970922744834842,-46.08348363823757,-5.6426332288401255,0.043543690908496094,0,1,1,0,1,0,1,0,1,1,0,0.030940690861627696,-124481400047.4146,2289822357.5422473,389032592343.9041,0.09003047366508254,4,-79073.0,-0.0003605502625395,-108601.0,-0.001216404985514
668,(주)바이넥스,053030,2016,0,-0.99,24627.54,1404.18,36.88,-3.58,-0.78,-1.66,-2.14,-1.9,-19.2,63.12,102.24,-1.71,1.71,-0.87,21.47,1.62,3.98,6.98,6.98,825.95,27.35,19.64,37.64,80.05,19.95,898.13,191.87,25.64,182.9,16.39,13.09,15.05,18.8,0.46,0.58,5.25,2.32,52.66,2.11,8.63,4.72,0.64,0.87,1.11,-1.53,0.0,0.0,-4365.0,0.0,0.0,3.35,8954.0,80.05364201016376,0.5592936433580331,0.6204191847756204,128667.0,0.9657221691605646,-1.6434953934953935,21.618900193871262,-68.3281300462913,12.39193083573487,0.050559006211180126,0,1,1,1,1,1,1,0,1,1,0,0.014756986185949532,-53206287765.90177,-961936758.6620746,234603661491.19247,0.024708360406028227,1,-211749.0,-0.0018591984467609,668323.0,0.0023220989138954
669,(주)바이넥스,053030,2017,1,-3.9,17411.38,1511.49,36.4,-14.76,-4.13,-6.68,-8.35,-7.46,-72.16,63.6,109.67,-3.41,1.94,-5.8,20.59,1.67,4.32,7.5,7.38,759.0,32.24,19.62,47.58,79.33,20.67,831.18,175.88,36.72,140.2,17.3,13.91,15.36,19.36,0.45,0.57,4.99,2.23,45.97,1.89,7.75,4.83,0.64,0.84,0.98,-12.3,0.0,0.0,-16927.0,0.0,0.0,5.18,3651.0,78.51454933422342,-5.265951439864483,-2.9796705110592847,113683.0,11.551397939878076,-7.087286192911304,-3.5811378577430677,291.5363698164514,2.051282051282051,0.021761417144491996,0,1,1,1,1,1,1,0,1,1,0,0.008017569415121818,-85980641380.35463,-4037431306.3214316,579710884045.6349,0.053363895289244,1,1185362.0,0.0050862115701628,-939144.0,-0.005758440530953
670,(주)소리바다,053110,2013,0,-5.54,3934.74,-311.66,0.0,-18.52,-6.42,-14.42,-22.11,-16.84,-30.8,0.0,111.56,0.99,-1.23,-15.37,20.01,-1.0,-2.73,8.25,8.35,33.43,76.51,0.0,325.64,61.39,38.61,126.9,208.89,106.71,0.0,0.0,39.88,20.09,32.73,0.78,1.2,1.68,2.23,6.83,1.05,0.0,6.91,3.0,23.21,0.77,-16.78,0.0,0.0,-3985.0,0.0,0.0,1.16,10.0,61.38669497081135,-3.7296387569874376,12.100677637947726,7526.0,0.0,-13.94687322217846,-0.8693279276469672,16.501731815932708,10.869565217391305,0.00031217806636905693,0,1,1,0,1,1,1,0,1,1,0,0.0,-510127908587.4868,1235756875.4026532,756157637782.5178,0.103095861593304,0,-727976.0,-0.001960944345255,-218653.0,-0.0010996776628807
671,(주)엔이능률,053290,2018,1,-7.43,27493.31,161.91,67.85,-5.08,-2.25,-4.72,-7.77,-5.0,-62.23,32.15,102.58,-0.04,0.19,-4.55,26.18,0.17,0.45,6.95,13.91,792.74,70.89,29.3,243.54,60.01,39.99,782.94,224.07,15.03,170.11,34.49,39.25,4.52,7.54,0.93,1.53,12.26,2.37,12.5,1.95,4.55,2.67,2.93,30.33,0.92,56.82,0.0,0.0,33731.0,0.0,0.0,0.18,4295.0,60.01411105611777,5.463006152684303,-26.00732600732601,27643.0,9.021060195677409,2.608883527484201,49.59725822445677,-700.4126547455296,-14.068441064638785,0.045229094049135964,1,1,1,0,0,1,1,0,1,1,0,0.0,-65678270756.182274,-54622422.02410937,328360514626.43585,0.7710189672231724,1,618.0,6.6164120562178505e-06,-21952.0,-0.0001727045868213
672,(주)세코닉스,053450,2017,1,0.56,82247.27,2930.18,13.51,-0.71,0.52,-0.74,-1.77,-0.78,-43.23,86.49,99.5,-1.4,0.88,0.18,17.32,0.86,1.57,2.39,2.78,2325.66,41.28,55.72,70.31,37.7,62.3,2370.45,92.58,7.03,55.11,65.23,-3.31,35.93,95.29,1.03,2.49,60.61,1.77,7.4,5.12,4.73,7.09,1.79,1.91,1.22,74.57,0.12,0.0,99805.0,0.0,447.0,3.78,46003.0,37.70283326349117,15.789899316647125,19.845932060230023,201770.0,29.592589556521027,-5.216220763923944,5.943147493984538,-126.11394369319441,1.7061611374407581,0.13387286399404014,1,1,1,1,0,1,1,0,1,1,0,0.12757978687574398,-61747567776.805084,-1380741606.920185,145557565858.1795,-0.4932199378592193,1,-616019.0,-0.0102292380415793,-73193.0,-0.0011362182325371
673,(주)한국테크놀로지,053590,2015,0,-13.88,-18498.31,881.06,-38.72,-284.59,-34.64,-66.53,-126.37,-104.06,-162.63,138.72,279.25,-9.89,12.22,-64.16,10.91,2.71,5.01,4.9,7.95,-15.91,43.29,9.82,76.34,37.56,62.44,83.98,79.58,28.2,58.91,38.73,-11.11,50.61,134.76,0.19,0.37,0.47,0.41,5.3,0.45,2.99,6.36,0.39,3.55,0.22,-169.81,0.0,0.0,-23921.0,0.0,0.0,0.59,458.0,37.55732110483097,1.8989920943247574,773.8609112709833,21270.0,-50.49658597144631,-43.74201277955272,-65.33721818876576,-2519.0802348336597,46.15384615384615,0.012210728377946038,1,1,1,0,1,1,1,0,1,1,0,0.0025992485721522563,-177428296625.0469,38623546972.25232,11469335793543.799,-0.04701415564390596,0,24995.0,7.65919550225155e-05,-397400.0,-0.0015154514558909
674,(주)한국테크놀로지,053590,2016,0,-7.07,-3056.56,1128.1,-13.16,-234.18,-23.12,-27.43,-52.56,-46.76,-57.12,113.16,283.84,-25.19,25.19,-24.48,34.66,7.47,6.17,14.91,9.24,29.54,48.46,2.64,94.02,66.28,33.72,129.45,188.07,5.0,241.0,54.14,22.69,21.87,33.0,0.12,0.22,0.3,0.24,10.09,0.27,4.28,4.19,0.22,1.38,0.14,-59.73,0.0,0.0,-15425.0,0.0,0.0,0.24,158.0,66.27656298121343,3.8818385411112293,-21.76180021953897,20083.0,-68.77742946708464,83.31795272236813,-20.973538059457695,-57.58200865590746,33.33333333333333,0.004055025151421825,1,1,1,0,1,0,1,0,1,1,0,0.0010529309927123462,-7504501649.759842,13876219074.834232,4927979300940.936,0.04193041549409234,0,-67399.0,-0.0001483831367789,-80098.0,-0.0002685153984011
675,(주)태양,053620,2018,1,-12.86,25057.39,-64.88,10.18,1.35,-0.67,0.99,1.22,1.1,42.85,89.82,101.05,1.63,-0.05,0.95,11.9,-0.05,-0.19,1.65,1.31,3478.96,34.5,14.19,52.66,82.39,17.61,3529.85,301.07,116.14,181.53,141.18,23.04,3.67,4.46,0.73,0.9,31.79,3.91,10.45,2.28,15.91,8.03,1.16,1.34,1.52,65.41,0.55,46.86,142092.0,0.0,0.0,6.68,2997.0,82.38831894913966,-2.1146591573242652,5.851869810291533,120679.0,10.53792427398603,0.6872396317032399,-13.234752808275688,-73.47350230414746,-1.8867924528301887,0.01626770884220811,0,1,1,1,1,1,1,0,1,1,1,0.025120278946574356,-353128651197.4662,-2373572684.1036553,96350467888.19273,0.35809348376698136,2,-13293.0,-0.0001202395461672,108279.0,0.0013862979911365
